"case_ID","Countryname","Year","Letter","partyID","Country","partyNAME"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","C",2030012,"Czech Republic/Czechia","  Czech Pirate Party (Pirati)"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","D",2030007,"Czech Republic/Czechia","  Freedom and Direct Democracy (SPD)"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","E",2030004,"Czech Republic/Czechia","  Communist Party of Bohemia and Moravia (KSCM)"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","F",2030001,"Czech Republic/Czechia","  Czech Social Democratic Party (CSSD)"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","G",2030003,"Czech Republic/Czechia","  Christian Democratic Union - Czech People's Party (KDU-CSL)"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","H",2030010,"Czech Republic/Czechia","  TOP 09 (TOP 09)"
"Czech Republic/Czechia_2017","Czech Republic/Czechia","2017","I",2030015,"Czech Republic/Czechia","  Mayors and Independents (STAN)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","A",2030002,"Czech Republic/Czechia","  Civic Democratic Party (ODS)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","B",2030006,"Czech Republic/Czechia","  Action of Dissatisfied Citizens (ANO 2011)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","C",2030012,"Czech Republic/Czechia","  Czech Pirate Party (Pirati)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","D",2030007,"Czech Republic/Czechia","  Freedom and Direct Democracy (SPD)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","E",2030001,"Czech Republic/Czechia","  Czech Social Democratic Party (CSSD)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","F",2030004,"Czech Republic/Czechia","  Communist Party of Bohemia and Moravia (KSCM)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","G",2030010,"Czech Republic/Czechia","  TOP 09 (TOP 09)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","H",2030003,"Czech Republic/Czechia","  Christian Democratic Union - Czech People's Party (KDU-CSL)"
"Czech Republic/Czechia_2021","Czech Republic/Czechia","2021","I",2030015,"Czech Republic/Czechia","  Mayors and Independents (STAN)"
"Germany_2002","Germany","2002","A",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_2002","Germany","2002","B",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_2002","Germany","2002","C",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_2002","Germany","2002","D",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_2002","Germany","2002","E",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_2002","Germany","2002","F",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2002","Germany","2002","G",2760008,"Germany","  The Republicans (REP)"
"Germany_2002","Germany","2002","H",2760024,"Germany","  Party Of The Rule Of Law Offensive (Schill-Party)"
"Germany_1998","Germany","1998","A",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_1998","Germany","1998","B",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_1998","Germany","1998","C",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_1998","Germany","1998","D",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_1998","Germany","1998","E",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_1998","Germany","1998","F",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2005","Germany","2005","A",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_2005","Germany","2005","B",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_2005","Germany","2005","C",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_2005","Germany","2005","D",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2005","Germany","2005","E",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_2005","Germany","2005","F",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_2005","Germany","2005","G",2760009,"Germany","  National Democratic Party of Germany (NPD)"
"Germany_2009","Germany","2009","A",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_2009","Germany","2009","B",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_2009","Germany","2009","C",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_2009","Germany","2009","D",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2009","Germany","2009","E",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_2009","Germany","2009","F",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_2009","Germany","2009","G",2760009,"Germany","  National Democratic Party of Germany (NPD)"
"Germany_2013","Germany","2013","A",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_2013","Germany","2013","B",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_2013","Germany","2013","C",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2013","Germany","2013","D",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_2013","Germany","2013","E",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_2013","Germany","2013","F",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_2013","Germany","2013","G",2760010,"Germany","  Alternative for Germany (AfD)"
"Germany_2013","Germany","2013","H",2760014,"Germany","  Pirates Party (PIRATEN)"
"Germany_2013","Germany","2013","I",2760009,"Germany","  National Democratic Party of Germany (NPD)"
"Germany_2017","Germany","2017","A",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_2017","Germany","2017","B",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_2017","Germany","2017","C",2760010,"Germany","  Alternative for Germany (AfD)"
"Germany_2017","Germany","2017","D",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_2017","Germany","2017","E",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2017","Germany","2017","F",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_2017","Germany","2017","G",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_2017","Germany","2017","H",2760025,"Germany","  Free Voters (FW)"
"Germany_2021","Germany","2021","A",2760004,"Germany","  Social Democratic Party (SPD)"
"Germany_2021","Germany","2021","B",2760002,"Germany","  Christian Democratic Party (CDU)"
"Germany_2021","Germany","2021","C",2760005,"Germany","  Alliance 90/Greens (B90/GRUENE)"
"Germany_2021","Germany","2021","D",2760006,"Germany","  Free Democratic Party (FDP)"
"Germany_2021","Germany","2021","E",2760010,"Germany","  Alternative for Germany (AfD)"
"Germany_2021","Germany","2021","F",2760003,"Germany","  Christian Social Union in Bavaria (CSU)"
"Germany_2021","Germany","2021","G",2760007,"Germany","  Left Party (DIE LINKE) - SEE POLITY NOTES"
"Germany_2021","Germany","2021","H",2760025,"Germany","  Free Voters (FW)"
"Germany_2021","Germany","2021","I",2760026,"Germany","  Animal Protection Party (Tierschutzpartei)"
"Denmark_1998","Denmark","1998","A",2080001,"Denmark","  Social Democrats (Sd)"
"Denmark_1998","Denmark","1998","B",2080002,"Denmark","  Venstre, Denmark's Liberal Party (V)"
"Denmark_1998","Denmark","1998","C",2080007,"Denmark","  Conservative People's Party (KF)"
"Denmark_1998","Denmark","1998","D",2080004,"Denmark","  Socialist People's Party (SF)"
"Denmark_1998","Denmark","1998","E",2080010,"Denmark","  Danish People's Party (DF)"
"Denmark_1998","Denmark","1998","F",2080011,"Denmark","  Centre Democrats (CD)"
"Denmark_2001","Denmark","2001","A",2080002,"Denmark","  Venstre, Denmark's Liberal Party (V)"
"Denmark_2001","Denmark","2001","B",2080001,"Denmark","  Social Democrats (Sd)"
"Denmark_2001","Denmark","2001","C",2080010,"Denmark","  Danish People's Party (DF)"
"Denmark_2001","Denmark","2001","D",2080007,"Denmark","  Conservative People's Party (KF)"
"Denmark_2001","Denmark","2001","E",2080004,"Denmark","  Socialist People's Party (SF)"
"Denmark_2001","Denmark","2001","F",2080006,"Denmark","  Danish Social Liberal Party (RV)"
"Denmark_2001","Denmark","2001","G",2080005,"Denmark","  Unity List - Red-Green Alliance (EL)"
"Denmark_2001","Denmark","2001","H",2080008,"Denmark","  Christian Democrats (KD) - SEE POLITY NOTES"
"Denmark_2001","Denmark","2001","I",2080011,"Denmark","  Centre Democrats (CD)"
"Denmark_2007","Denmark","2007","A",2080002,"Denmark","  Venstre, Denmark's Liberal Party (V)"
"Denmark_2007","Denmark","2007","B",2080001,"Denmark","  Social Democrats (Sd)"
"Denmark_2007","Denmark","2007","C",2080010,"Denmark","  Danish People's Party (DF)"
"Denmark_2007","Denmark","2007","D",2080004,"Denmark","  Socialist People's Party (SF)"
"Denmark_2007","Denmark","2007","E",2080007,"Denmark","  Conservative People's Party (KF)"
"Denmark_2007","Denmark","2007","F",2080006,"Denmark","  Danish Social Liberal Party (RV)"
"Denmark_2007","Denmark","2007","G",2080009,"Denmark","  New Alliance (NA) / Liberal Alliance (LA) - SEE POLITY NOTES"
"Denmark_2007","Denmark","2007","H",2080005,"Denmark","  Unity List - Red-Green Alliance (EL)"
"Denmark_2007","Denmark","2007","I",2080008,"Denmark","  Christian Democrats (KD) - SEE POLITY NOTES"
"Denmark_2019","Denmark","2019","A",2080001,"Denmark","  Social Democrats (Sd)"
"Denmark_2019","Denmark","2019","B",2080002,"Denmark","  Venstre, Denmark's Liberal Party (V)"
"Denmark_2019","Denmark","2019","C",2080010,"Denmark","  Danish People's Party (DF)"
"Denmark_2019","Denmark","2019","D",2080006,"Denmark","  Danish Social Liberal Party (RV)"
"Denmark_2019","Denmark","2019","E",2080004,"Denmark","  Socialist People's Party (SF)"
"Denmark_2019","Denmark","2019","F",2080005,"Denmark","  Unity List - Red-Green Alliance (EL)"
"Denmark_2019","Denmark","2019","G",2080007,"Denmark","  Conservative People's Party (KF)"
"Denmark_2019","Denmark","2019","H",2080012,"Denmark","  The Alternative (A)"
"Denmark_2019","Denmark","2019","I",2080013,"Denmark","  The New Right (NB)"
"Spain_1996","Spain","1996","A",7240002,"Spain","  People's Party (PP)"
"Spain_1996","Spain","1996","B",7240001,"Spain","  Spanish Socialist Workers' Party (PSOE)"
"Spain_1996","Spain","1996","C",7240004,"Spain","  United Left (IU)"
"Spain_1996","Spain","1996","D",7240003,"Spain","  Convergence and Union (CiU)"
"Spain_1996","Spain","1996","E",7240005,"Spain","  Basque Nationalist Party (PNV) - SEE POLITY NOTES"
"Spain_1996","Spain","1996","F",7240013,"Spain","  Canary Coalition (CC)"
"Spain_2000","Spain","2000","A",7240002,"Spain","  People's Party (PP)"
"Spain_2000","Spain","2000","B",7240001,"Spain","  Spanish Socialist Workers' Party (PSOE)"
"Spain_2000","Spain","2000","C",7240004,"Spain","  United Left (IU)"
"Spain_2000","Spain","2000","D",7240003,"Spain","  Convergence and Union (CiU)"
"Spain_2000","Spain","2000","E",7240005,"Spain","  Basque Nationalist Party (PNV) - SEE POLITY NOTES"
"Spain_2004","Spain","2004","A",7240001,"Spain","  Spanish Socialist Workers' Party (PSOE)"
"Spain_2004","Spain","2004","B",7240002,"Spain","  People's Party (PP)"
"Spain_2004","Spain","2004","C",7240004,"Spain","  United Left (IU)"
"Spain_2004","Spain","2004","D",7240003,"Spain","  Convergence and Union (CiU)"
"Spain_2004","Spain","2004","E",7240009,"Spain","  Republican Left of Catalonia (ERC)"
"Spain_2004","Spain","2004","F",7240005,"Spain","  Basque Nationalist Party (PNV) - SEE POLITY NOTES"
"Spain_2004","Spain","2004","G",7240013,"Spain","  Canary Coalition (CC)"
"Spain_2004","Spain","2004","H",7240008,"Spain","  Galician Nationalist Bloc (BNG)"
"Spain_2008","Spain","2008","A",7240001,"Spain","  Spanish Socialist Workers' Party (PSOE)"
"Spain_2008","Spain","2008","B",7240002,"Spain","  People's Party (PP)"
"Spain_2008","Spain","2008","C",7240003,"Spain","  Convergence and Union (CiU)"
"Spain_2008","Spain","2008","D",7240005,"Spain","  Basque Nationalist Party (PNV) - SEE POLITY NOTES"
"Spain_2008","Spain","2008","E",7240009,"Spain","  Republican Left of Catalonia (ERC)"
"Spain_2008","Spain","2008","F",7240004,"Spain","  United Left (IU)"
"Spain_2008","Spain","2008","G",7240008,"Spain","  Galician Nationalist Bloc (BNG)"
"Spain_2008","Spain","2008","H",7240014,"Spain","  Canarian Coalition - Canarian Nationalist Party (CC - PNC) - SEE "
"Spain_2008","Spain","2008","I",7240012,"Spain","  Union, Progress and Democracy (UPyD)"
"Estonia_2011","Estonia","2011","A",2330001,"Estonia","  Estonian Reform Party (ER e)"
"Estonia_2011","Estonia","2011","B",2330002,"Estonia","  Estonian Centre Party (EK)"
"Estonia_2011","Estonia","2011","C",2330004,"Estonia","  Pro Patria and Res Publica Union (IRL)"
"Estonia_2011","Estonia","2011","D",2330003,"Estonia","  Social Democratic Party (SDE)"
"Estonia_2011","Estonia","2011","E",2330016,"Estonia","  Estonian People's Union (ER a) "
"Estonia_2011","Estonia","2011","F",2330005,"Estonia","  Estonian Greens (EER)"
"Finland_2003","Finland","2003","A",2460001,"Finland","  Center Party of Finland (KESK)"
"Finland_2003","Finland","2003","B",2460002,"Finland","  Social Democratic Party of Finland (SDP)"
"Finland_2003","Finland","2003","C",2460003,"Finland","  National Coalition Party (KOK)"
"Finland_2003","Finland","2003","D",2460006,"Finland","  Left Alliance (VAS)"
"Finland_2003","Finland","2003","E",2460005,"Finland","  Green League (VIHR)"
"Finland_2003","Finland","2003","F",2460007,"Finland","  Christian Democrats (KD)"
"Finland_2003","Finland","2003","G",2460008,"Finland","  Swedish People's Party in Finland (RKP - SFP)"
"Finland_2007","Finland","2007","A",2460001,"Finland","  Center Party of Finland (KESK)"
"Finland_2007","Finland","2007","B",2460003,"Finland","  National Coalition Party (KOK)"
"Finland_2007","Finland","2007","C",2460002,"Finland","  Social Democratic Party of Finland (SDP)"
"Finland_2007","Finland","2007","D",2460006,"Finland","  Left Alliance (VAS)"
"Finland_2007","Finland","2007","E",2460005,"Finland","  Green League (VIHR)"
"Finland_2007","Finland","2007","F",2460008,"Finland","  Swedish People's Party in Finland (RKP - SFP)"
"Finland_2007","Finland","2007","G",2460007,"Finland","  Christian Democrats (KD)"
"Finland_2007","Finland","2007","H",2460004,"Finland","  True Finns / The Finns Party (PS) - SEE POLITY NOTES"
"Finland_2011","Finland","2011","A",2460003,"Finland","  National Coalition Party (KOK)"
"Finland_2011","Finland","2011","B",2460002,"Finland","  Social Democratic Party of Finland (SDP)"
"Finland_2011","Finland","2011","C",2460004,"Finland","  True Finns / The Finns Party (PS) - SEE POLITY NOTES"
"Finland_2011","Finland","2011","D",2460001,"Finland","  Center Party of Finland (KESK)"
"Finland_2011","Finland","2011","E",2460006,"Finland","  Left Alliance (VAS)"
"Finland_2011","Finland","2011","F",2460005,"Finland","  Green League (VIHR)"
"Finland_2011","Finland","2011","G",2460008,"Finland","  Swedish People's Party in Finland (RKP - SFP)"
"Finland_2011","Finland","2011","H",2460007,"Finland","  Christian Democrats (KD)"
"Finland_2015","Finland","2015","A",2460001,"Finland","  Center Party of Finland (KESK)"
"Finland_2015","Finland","2015","B",2460003,"Finland","  National Coalition Party (KOK)"
"Finland_2015","Finland","2015","C",2460004,"Finland","  True Finns / The Finns Party (PS) - SEE POLITY NOTES"
"Finland_2015","Finland","2015","D",2460002,"Finland","  Social Democratic Party of Finland (SDP)"
"Finland_2015","Finland","2015","E",2460005,"Finland","  Green League (VIHR)"
"Finland_2015","Finland","2015","F",2460006,"Finland","  Left Alliance (VAS)"
"Finland_2015","Finland","2015","G",2460008,"Finland","  Swedish People's Party in Finland (RKP - SFP)"
"Finland_2015","Finland","2015","H",2460007,"Finland","  Christian Democrats (KD)"
"Finland_2019","Finland","2019","A",2460002,"Finland","  Social Democratic Party of Finland (SDP)"
"Finland_2019","Finland","2019","B",2460004,"Finland","  True Finns / The Finns Party (PS) - SEE POLITY NOTES"
"Finland_2019","Finland","2019","C",2460003,"Finland","  National Coalition Party (KOK)"
"Finland_2019","Finland","2019","D",2460001,"Finland","  Center Party of Finland (KESK)"
"Finland_2019","Finland","2019","E",2460005,"Finland","  Green League (VIHR)"
"Finland_2019","Finland","2019","F",2460006,"Finland","  Left Alliance (VAS)"
"Finland_2019","Finland","2019","G",2460008,"Finland","  Swedish People's Party in Finland (RKP - SFP)"
"Finland_2019","Finland","2019","H",2460007,"Finland","  Christian Democrats (KD)"
"Finland_2019","Finland","2019","I",2460010,"Finland","  Blue Reform (SIN) - SEE POLITY NOTES"
"France_2002","France","2002","A",2500008,"France","  Rally For The Republic (RPR)"
"France_2002","France","2002","B",2500007,"France","  National Front (FN)"
"France_2002","France","2002","C",2500002,"France","  Socialist Party (PS)"
"France_2002","France","2002","D",2500003,"France","  Democratic Movement (MoDem) - SEE POLITY/ELECTION STUDY NOTES"
"France_2002","France","2002","E",2500009,"France","  Workers' Struggle (LO)"
"France_2002","France","2002","F",2500012,"France","  Republican And Civic Movement (MDC)"
"France_2002","France","2002","G",2500005,"France","  Europe Ecology - The Greens (EELV) - SEE POLITY NOTES"
"France_2002","France","2002","H",2500013,"France","  Liberal Democracy (LD)"
"France_2002","France","2002","I",2500004,"France","  French Communist Party (PCF)"
"France_2007","France","2007","A",2500001,"France","  Union for a Popular Movement (UMP) - SEE POLITY NOTES"
"France_2007","France","2007","B",2500002,"France","  Socialist Party (PS)"
"France_2007","France","2007","C",2500003,"France","  Democratic Movement (MoDem) - SEE POLITY/ELECTION STUDY NOTES"
"France_2007","France","2007","D",2500007,"France","  National Front (FN)"
"France_2007","France","2007","E",2500004,"France","  French Communist Party (PCF)"
"France_2007","France","2007","F",2500005,"France","  Europe Ecology - The Greens (EELV) - SEE POLITY NOTES"
"France_2007","France","2007","G",2500014,"France","  Revolutionary Communist League (LCR)"
"France_2007","France","2007","H",2500020,"France","  New Centre (NC)"
"France_2007","France","2007","I",2500018,"France","  Radical Party of the Left (RPG)"
"France_2012","France","2012","A",2500002,"France","  Socialist Party (PS)"
"France_2012","France","2012","B",2500001,"France","  Union for a Popular Movement (UMP) - SEE POLITY NOTES"
"France_2012","France","2012","C",2500007,"France","  National Front (FN)"
"France_2012","France","2012","D",2500006,"France","  Left Front (FDG) - SEE POLITY NOTES"
"France_2012","France","2012","E",2500003,"France","  Democratic Movement (MoDem) - SEE POLITY/ELECTION STUDY NOTES"
"France_2012","France","2012","F",2500005,"France","  Europe Ecology - The Greens (EELV) - SEE POLITY NOTES"
"France_2017","France","2017","A",2500017,"France","  The Republic Onwards! (LaREM)"
"France_2017","France","2017","B",2500007,"France","  National Front (FN)"
"France_2017","France","2017","C",2500022,"France","  The Republicans (LR) - SEE POLITY NOTES"
"France_2017","France","2017","D",2500031,"France","  Indomitable France (FI)"
"France_2017","France","2017","E",2500002,"France","  Socialist Party (PS)"
"France_2017","France","2017","F",2500025,"France","  Arise the Republic (DLR) / France Arise (DLF) - SEE POLITY NOTES"
"France_2017","France","2017","G",2500005,"France","  Europe Ecology - The Greens (EELV) - SEE POLITY NOTES"
"Great Britain_1997","Great Britain","1997","A",8260002,"Great Britain","  Labor (Lab)"
"Great Britain_1997","Great Britain","1997","B",8260001,"Great Britain","  Conservatives (Con)"
"Great Britain_1997","Great Britain","1997","C",8260003,"Great Britain","  Liberal Democrats (LD)"
"Great Britain_1997","Great Britain","1997","D",8260004,"Great Britain","  Scottish National Party (SNP)  - SEE POLITY NOTES"
"Great Britain_1997","Great Britain","1997","E",8260006,"Great Britain","  Plaid Cymru (PC)  - SEE POLITY NOTES"
"Great Britain_2005","Great Britain","2005","A",8260002,"Great Britain","  Labor (Lab)"
"Great Britain_2005","Great Britain","2005","B",8260001,"Great Britain","  Conservatives (Con)"
"Great Britain_2005","Great Britain","2005","C",8260003,"Great Britain","  Liberal Democrats (LD)"
"Great Britain_2005","Great Britain","2005","D",8260004,"Great Britain","  Scottish National Party (SNP)  - SEE POLITY NOTES"
"Great Britain_2005","Great Britain","2005","E",8260006,"Great Britain","  Plaid Cymru (PC)  - SEE POLITY NOTES"
"Great Britain_2015","Great Britain","2015","A",8260001,"Great Britain","  Conservatives (Con)"
"Great Britain_2015","Great Britain","2015","B",8260002,"Great Britain","  Labor (Lab)"
"Great Britain_2015","Great Britain","2015","C",8260007,"Great Britain","  United Kingdom Independence Party (UKIP)"
"Great Britain_2015","Great Britain","2015","D",8260003,"Great Britain","  Liberal Democrats (LD)"
"Great Britain_2015","Great Britain","2015","E",8260004,"Great Britain","  Scottish National Party (SNP)  - SEE POLITY NOTES"
"Great Britain_2015","Great Britain","2015","F",8260005,"Great Britain","  Green Party (GP)"
"Great Britain_2015","Great Britain","2015","G",8260006,"Great Britain","  Plaid Cymru (PC)  - SEE POLITY NOTES"
"Great Britain_2017","Great Britain","2017","A",8260001,"Great Britain","  Conservatives (Con)"
"Great Britain_2017","Great Britain","2017","B",8260002,"Great Britain","  Labor (Lab)"
"Great Britain_2017","Great Britain","2017","C",8260003,"Great Britain","  Liberal Democrats (LD)"
"Great Britain_2017","Great Britain","2017","D",8260004,"Great Britain","  Scottish National Party (SNP)  - SEE POLITY NOTES"
"Great Britain_2017","Great Britain","2017","E",8260007,"Great Britain","  United Kingdom Independence Party (UKIP)"
"Great Britain_2017","Great Britain","2017","F",8260005,"Great Britain","  Green Party (GP)"
"Great Britain_2017","Great Britain","2017","G",8260006,"Great Britain","  Plaid Cymru (PC)  - SEE POLITY NOTES"
"Great Britain_2019","Great Britain","2019","A",8260001,"Great Britain","  Conservatives (Con)"
"Great Britain_2019","Great Britain","2019","B",8260002,"Great Britain","  Labor (Lab)"
"Great Britain_2019","Great Britain","2019","C",8260003,"Great Britain","  Liberal Democrats (LD)"
"Great Britain_2019","Great Britain","2019","D",8260004,"Great Britain","  Scottish National Party (SNP)  - SEE POLITY NOTES"
"Great Britain_2019","Great Britain","2019","E",8260005,"Great Britain","  Green Party (GP)"
"Great Britain_2019","Great Britain","2019","F",8260008,"Great Britain","  Brexit Party (BP)"
"Great Britain_2019","Great Britain","2019","G",8260006,"Great Britain","  Plaid Cymru (PC)  - SEE POLITY NOTES"
"Greece_2015","Greece","2015","A",3000003,"Greece","  Coalition of the Radical Left (SYRIZA)"
"Greece_2015","Greece","2015","B",3000002,"Greece","  New Democracy (ND)"
"Greece_2015","Greece","2015","C",3000006,"Greece","  Golden Dawn (LS - XA)"
"Greece_2015","Greece","2015","D",3000013,"Greece","  The River"
"Greece_2015","Greece","2015","E",3000004,"Greece","  Communist Party of Greece (KKE)"
"Greece_2015","Greece","2015","F",3000007,"Greece","  The Independent Greeks (ANEL)"
"Greece_2015","Greece","2015","G",3000001,"Greece","  Pan-Hellenic Socialist Movement (PASOK)"
"Greece_2015","Greece","2015","J",3000003,"Greece","  Coalition of the Radical Left (SYRIZA)"
"Greece_2015","Greece","2015","K",3000002,"Greece","  New Democracy (ND)"
"Greece_2015","Greece","2015","L",3000006,"Greece","  Golden Dawn (LS - XA)"
"Greece_2015","Greece","2015","M",3000100,"Greece","  Democratic Coalition (DISI) - SEE POLITY NOTES"
"Greece_2015","Greece","2015","N",3000004,"Greece","  Communist Party of Greece (KKE)"
"Greece_2015","Greece","2015","O",3000013,"Greece","  The River"
"Greece_2015","Greece","2015","P",3000007,"Greece","  The Independent Greeks (ANEL)"
"Greece_2015","Greece","2015","Q",3000021,"Greece","  Union of Centrists"
"Greece_2009","Greece","2009","A",3000001,"Greece","  Pan-Hellenic Socialist Movement (PASOK)"
"Greece_2009","Greece","2009","B",3000002,"Greece","  New Democracy (ND)"
"Greece_2009","Greece","2009","C",3000004,"Greece","  Communist Party of Greece (KKE)"
"Greece_2009","Greece","2009","D",3000019,"Greece","  Popular Orthodox Rally (LaOS)"
"Greece_2009","Greece","2009","E",3000003,"Greece","  Coalition of the Radical Left (SYRIZA)"
"Greece_2009","Greece","2009","F",3000005,"Greece","  Ecologists - Greens (Oik Pras)"
"Greece_2012","Greece","2012","A",3000002,"Greece","  New Democracy (ND)"
"Greece_2012","Greece","2012","B",3000003,"Greece","  Coalition of the Radical Left (SYRIZA)"
"Greece_2012","Greece","2012","C",3000001,"Greece","  Pan-Hellenic Socialist Movement (PASOK)"
"Greece_2012","Greece","2012","D",3000007,"Greece","  The Independent Greeks (ANEL)"
"Greece_2012","Greece","2012","E",3000006,"Greece","  Golden Dawn (LS - XA)"
"Greece_2012","Greece","2012","F",3000012,"Greece","  Democratic Left (DIMAR)"
"Greece_2012","Greece","2012","G",3000004,"Greece","  Communist Party of Greece (KKE)"
"Greece_2019","Greece","2019","A",3000002,"Greece","  New Democracy (ND)"
"Greece_2019","Greece","2019","B",3000003,"Greece","  Coalition of the Radical Left (SYRIZA)"
"Greece_2019","Greece","2019","C",3000008,"Greece","  Movement for Change (KINAL) - SEE POLITY NOTES"
"Greece_2019","Greece","2019","D",3000004,"Greece","  Communist Party of Greece (KKE)"
"Greece_2019","Greece","2019","E",3000009,"Greece","  Greek Solution"
"Greece_2019","Greece","2019","F",3000014,"Greece","  European Realistic Disobedience Front (MeRA25)"
"Greece_2019","Greece","2019","G",3000006,"Greece","  Golden Dawn (LS - XA)"
"Greece_2019","Greece","2019","H",3000023,"Greece","  Course of Freedom"
"Greece_2019","Greece","2019","I",3000021,"Greece","  Union of Centrists"
"Hong Kong_1998","Hong Kong","1998","A",3440003,"Hong Kong","  Democratic Party (DP)"
"Hong Kong_1998","Hong Kong","1998","B",3440001,"Hong Kong","  Democratic Alliance for Betterment of Hong Kong (DAB)"
"Hong Kong_1998","Hong Kong","1998","C",3440019,"Hong Kong","  Frontier"
"Hong Kong_1998","Hong Kong","1998","D",3440015,"Hong Kong","  Hong Kong Association for Democracy and People's Livelihood (ADPL)"
"Hong Kong_1998","Hong Kong","1998","E",3440009,"Hong Kong","  Liberal Party (LP)"
"Hong Kong_1998","Hong Kong","1998","F",3440032,"Hong Kong","  Citizen's Party"
"Hong Kong_2000","Hong Kong","2000","A",3440003,"Hong Kong","  Democratic Party (DP)"
"Hong Kong_2000","Hong Kong","2000","B",3440001,"Hong Kong","  Democratic Alliance for Betterment of Hong Kong (DAB)"
"Hong Kong_2000","Hong Kong","2000","C",3440019,"Hong Kong","  Frontier"
"Hong Kong_2000","Hong Kong","2000","D",3440015,"Hong Kong","  Hong Kong Association for Democracy and People's Livelihood (ADPL)"
"Hong Kong_2000","Hong Kong","2000","E",3440009,"Hong Kong","  Liberal Party (LP)"
"Hong Kong_2000","Hong Kong","2000","F",3440032,"Hong Kong","  Citizen's Party"
"Hong Kong_2004","Hong Kong","2004","A",3440003,"Hong Kong","  Democratic Party (DP)"
"Hong Kong_2004","Hong Kong","2004","B",3440001,"Hong Kong","  Democratic Alliance for Betterment of Hong Kong (DAB)"
"Hong Kong_2004","Hong Kong","2004","C",3440009,"Hong Kong","  Liberal Party (LP)"
"Hong Kong_2004","Hong Kong","2004","D",3440015,"Hong Kong","  Hong Kong Association for Democracy and People's Livelihood (ADPL)"
"Hong Kong_2004","Hong Kong","2004","E",3440026,"Hong Kong","  April Fifth Action (AFAG)"
"Hong Kong_2004","Hong Kong","2004","F",3440013,"Hong Kong","  Neighborhood & Workers Service Centre (NWSC)"
"Hong Kong_2004","Hong Kong","2004","G",3440005,"Hong Kong","  Hong Kong Federation of Trade Unions (HKFTU)"
"Hong Kong_2008","Hong Kong","2008","A",3440001,"Hong Kong","  Democratic Alliance for Betterment of Hong Kong (DAB)"
"Hong Kong_2008","Hong Kong","2008","B",3440003,"Hong Kong","  Democratic Party (DP)"
