"case_ID","Countryname","Year","Letter","partyID","Country","partyNAME"
"Hong Kong_2008","Hong Kong","2008","C",3440002,"Hong Kong","  Civic Party (CPP)"
"Hong Kong_2008","Hong Kong","2008","D",3440007,"Hong Kong","  League of Social Democrats (LSD)"
"Hong Kong_2008","Hong Kong","2008","E",3440005,"Hong Kong","  Hong Kong Federation of Trade Unions (HKFTU)"
"Hong Kong_2008","Hong Kong","2008","F",3440009,"Hong Kong","  Liberal Party (LP)"
"Hong Kong_2008","Hong Kong","2008","G",3440015,"Hong Kong","  Hong Kong Association for Democracy and People's Livelihood (ADPL)"
"Hong Kong_2008","Hong Kong","2008","H",3440019,"Hong Kong","  Frontier"
"Hong Kong_2012","Hong Kong","2012","A",3440001,"Hong Kong","  Democratic Alliance for Betterment of Hong Kong (DAB)"
"Hong Kong_2012","Hong Kong","2012","B",3440002,"Hong Kong","  Civic Party (CPP)"
"Hong Kong_2012","Hong Kong","2012","C",3440003,"Hong Kong","  Democratic Party (DP)"
"Hong Kong_2012","Hong Kong","2012","D",3440004,"Hong Kong","  People Power (PP)"
"Hong Kong_2012","Hong Kong","2012","E",3440005,"Hong Kong","  Hong Kong Federation of Trade Unions (HKFTU)"
"Hong Kong_2012","Hong Kong","2012","F",3440006,"Hong Kong","  Labor Party (LAB)"
"Hong Kong_2012","Hong Kong","2012","G",3440007,"Hong Kong","  League of Social Democrats (LSD)"
"Hong Kong_2012","Hong Kong","2012","H",3440008,"Hong Kong","  New People's Party (NPP)"
"Hong Kong_2012","Hong Kong","2012","I",3440009,"Hong Kong","  Liberal Party (LP)"
"Hong Kong_2016","Hong Kong","2016","A",3440001,"Hong Kong","  Democratic Alliance for Betterment of Hong Kong (DAB)"
"Hong Kong_2016","Hong Kong","2016","B",3440002,"Hong Kong","  Civic Party (CPP)"
"Hong Kong_2016","Hong Kong","2016","C",3440003,"Hong Kong","  Democratic Party (DP)"
"Hong Kong_2016","Hong Kong","2016","D",3440005,"Hong Kong","  Hong Kong Federation of Trade Unions (HKFTU)"
"Hong Kong_2016","Hong Kong","2016","E",3440008,"Hong Kong","  New People's Party (NPP)"
"Hong Kong_2016","Hong Kong","2016","F",3440100,"Hong Kong","  People Power - League of Social Democrats (PP - LSD) - "
"Hong Kong_2016","Hong Kong","2016","G",3440101,"Hong Kong","  Civic Passion - Proletariat Political Institute - "
"Hong Kong_2016","Hong Kong","2016","H",3440006,"Hong Kong","  Labor Party (LAB)"
"Hong Kong_2016","Hong Kong","2016","I",3440103,"Hong Kong","  ALLinHKG - SEE POLITY NOTES"
"Croatia_2007","Croatia","2007","A",1910001,"Croatia","  Croatian Democratic Union (HDZ)"
"Croatia_2007","Croatia","2007","B",1910002,"Croatia","  Social Democratic Party of Croatia (SDP)"
"Croatia_2007","Croatia","2007","C",1910003,"Croatia","  Croatian People's Party - Liberal Democrats (HNS)"
"Croatia_2007","Croatia","2007","D",1910007,"Croatia","  Croatian Peasant Party (HSS)"
"Croatia_2007","Croatia","2007","E",1910006,"Croatia","  Croatian Party of Pensioners (HSU)"
"Croatia_2007","Croatia","2007","F",1910010,"Croatia","  Croatian Party of Rights (HSP)"
"Croatia_2007","Croatia","2007","G",1910008,"Croatia","  Croatian Social Liberal Party (HSLS)"
"Croatia_2007","Croatia","2007","H",1910009,"Croatia","  Croatian Democratic Alliance of Slavonia and Baranja (HDSSB)"
"Croatia_2007","Croatia","2007","I",1910011,"Croatia","  Istrian Democratic Assembly (IDS)"
"Hungary_1998","Hungary","1998","A",3480001,"Hungary","  Hungarian Socialist Party (MSZP)"
"Hungary_1998","Hungary","1998","B",3480002,"Hungary","  Fidesz-Hungarian Civic Party Alliance Party (Fidesz - MPP)"
"Hungary_1998","Hungary","1998","C",3480013,"Hungary","  Independent Small Holders Party (FKgP)"
"Hungary_1998","Hungary","1998","D",3480008,"Hungary","  Alliance of Free Democrats (SZDSZ)"
"Hungary_1998","Hungary","1998","E",3480004,"Hungary","  Hungarian Justice and Life Party (MIEP)"
"Hungary_1998","Hungary","1998","F",3480006,"Hungary","  Hungarian Worker's Party (MMP) - SEE POLITY NOTES"
"Hungary_1998","Hungary","1998","G",3480007,"Hungary","  Hungarian Democratic Forum (MDF)"
"Hungary_2002","Hungary","2002","A",3480001,"Hungary","  Hungarian Socialist Party (MSZP)"
"Hungary_2002","Hungary","2002","B",3480002,"Hungary","  Fidesz-Hungarian Civic Party Alliance Party (Fidesz - MPP)"
"Hungary_2002","Hungary","2002","C",3480008,"Hungary","  Alliance of Free Democrats (SZDSZ)"
"Hungary_2002","Hungary","2002","D",3480004,"Hungary","  Hungarian Justice and Life Party (MIEP)"
"Hungary_2002","Hungary","2002","E",3480033,"Hungary","  Alliance for Hungary - Center Party"
"Hungary_2002","Hungary","2002","F",3480007,"Hungary","  Hungarian Democratic Forum (MDF)"
"Hungary_2018","Hungary","2018","A",3480010,"Hungary","  Fidesz - KDNP - SEE POLITY NOTES"
"Hungary_2018","Hungary","2018","B",3480003,"Hungary","  Jobbik - Movement for a Better Hungary (Jobbik)"
"Hungary_2018","Hungary","2018","C",3480001,"Hungary","  Hungarian Socialist Party (MSZP)"
"Hungary_2018","Hungary","2018","D",3480011,"Hungary","  Politics Can Be Different (LMP)"
"Hungary_2018","Hungary","2018","E",3480015,"Hungary","  Democratic Coalition (DK)"
"Hungary_2018","Hungary","2018","F",3480016,"Hungary","  Momentum Movement"
"Hungary_2018","Hungary","2018","G",3480017,"Hungary","  Hungarian Two-tailed Dog Party"
"Hungary_2018","Hungary","2018","H",3480018,"Hungary","  Together - Party for a New Era"
"India_2019","India","2019","A",3560001,"India"," Indian People's Party (BJP) - SEE POLITY NOTES"
"India_2019","India","2019","B",3560002,"India"," Indian National Congress (INC) - SEE POLITY NOTES"
"India_2019","India","2019","C",3560003,"India"," All India Trinamool Congress (AITC)"
"India_2019","India","2019","D",3560004,"India"," Bahujan Samaj Party (BSP)"
"India_2019","India","2019","E",3560005,"India"," Socialist Party (SP)"
"India_2019","India","2019","F",3560006,"India"," Youth, Labor, and Farmer Congress Party (YSRCP)"
"India_2019","India","2019","G",3560007,"India"," Dravidian Progress Federation (DMK)"
"India_2019","India","2019","H",3560008,"India"," Shivaji's Army  "
"India_2019","India","2019","I",3560010,"India"," Communist Party of India (Marxist) (CPI(M))"
"Ireland_2002","Ireland","2002","A",3720001,"Ireland","  Fianna Fail (FF)"
"Ireland_2002","Ireland","2002","B",3720002,"Ireland","  Fine Gael (FG)"
"Ireland_2002","Ireland","2002","C",3720003,"Ireland","  Labor (Lab)"
"Ireland_2002","Ireland","2002","D",3720004,"Ireland","  Sinn Fein (SF)"
"Ireland_2002","Ireland","2002","E",3720006,"Ireland","  Progressive Democrats (PD)"
"Ireland_2002","Ireland","2002","F",3720005,"Ireland","  Greens (GP)"
"Ireland_2007","Ireland","2007","A",3720001,"Ireland","  Fianna Fail (FF)"
"Ireland_2007","Ireland","2007","B",3720002,"Ireland","  Fine Gael (FG)"
"Ireland_2007","Ireland","2007","C",3720003,"Ireland","  Labor (Lab)"
"Ireland_2007","Ireland","2007","D",3720005,"Ireland","  Greens (GP)"
"Ireland_2007","Ireland","2007","E",3720004,"Ireland","  Sinn Fein (SF)"
"Ireland_2007","Ireland","2007","F",3720006,"Ireland","  Progressive Democrats (PD)"
"Ireland_2011","Ireland","2011","A",3720002,"Ireland","  Fine Gael (FG)"
"Ireland_2011","Ireland","2011","B",3720003,"Ireland","  Labor (Lab)"
"Ireland_2011","Ireland","2011","C",3720001,"Ireland","  Fianna Fail (FF)"
"Ireland_2011","Ireland","2011","D",3720004,"Ireland","  Sinn Fein (SF)"
"Ireland_2011","Ireland","2011","E",3720009,"Ireland","  United Left Alliance (ULA)"
"Ireland_2011","Ireland","2011","F",3720005,"Ireland","  Greens (GP)"
"Ireland_2016","Ireland","2016","A",3720002,"Ireland","  Fine Gael (FG)"
"Ireland_2016","Ireland","2016","B",3720001,"Ireland","  Fianna Fail (FF)"
"Ireland_2016","Ireland","2016","C",3720004,"Ireland","  Sinn Fein (SF)"
"Ireland_2016","Ireland","2016","D",3720003,"Ireland","  Labor (Lab)"
"Ireland_2016","Ireland","2016","E",3720011,"Ireland","  Anti-Austerity Alliance-People Before Profit (AAA-PBP) - "
"Ireland_2016","Ireland","2016","F",3720013,"Ireland","  Social Democrats (SD)"
"Ireland_2016","Ireland","2016","G",3720005,"Ireland","  Greens (GP)"
"Ireland_2016","Ireland","2016","H",3720014,"Ireland","  Renew Ireland (RI)"
"Iceland_1999","Iceland","1999","A",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_1999","Iceland","1999","B",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_1999","Iceland","1999","C",3520003,"Iceland","  Progressive Party (F)"
"Iceland_1999","Iceland","1999","D",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_1999","Iceland","1999","E",3520004,"Iceland","  Liberal Party (FF)"
"Iceland_2003","Iceland","2003","A",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_2003","Iceland","2003","B",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_2003","Iceland","2003","C",3520003,"Iceland","  Progressive Party (F)"
"Iceland_2003","Iceland","2003","D",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_2003","Iceland","2003","E",3520004,"Iceland","  Liberal Party (FF)"
"Iceland_2007","Iceland","2007","A",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_2007","Iceland","2007","B",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_2007","Iceland","2007","C",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_2007","Iceland","2007","D",3520003,"Iceland","  Progressive Party (F)"
"Iceland_2007","Iceland","2007","E",3520004,"Iceland","  Liberal Party (FF)"
"Iceland_2007","Iceland","2007","F",3520013,"Iceland","  Icelandic Movement (IL)"
"Iceland_2009","Iceland","2009","A",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_2009","Iceland","2009","B",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_2009","Iceland","2009","C",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_2009","Iceland","2009","D",3520003,"Iceland","  Progressive Party (F)"
"Iceland_2009","Iceland","2009","E",3520009,"Iceland","  Civic Movement (B)"
"Iceland_2009","Iceland","2009","F",3520004,"Iceland","  Liberal Party (FF)"
"Iceland_2013","Iceland","2013","A",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_2013","Iceland","2013","B",3520003,"Iceland","  Progressive Party (F)"
"Iceland_2013","Iceland","2013","C",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_2013","Iceland","2013","D",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_2013","Iceland","2013","E",3520007,"Iceland","  Bright Future (BF)"
"Iceland_2013","Iceland","2013","F",3520008,"Iceland","  Pirate Party (Pi)"
"Iceland_2016","Iceland","2016","A",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_2016","Iceland","2016","B",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_2016","Iceland","2016","C",3520008,"Iceland","  Pirate Party (Pi)"
"Iceland_2016","Iceland","2016","D",3520003,"Iceland","  Progressive Party (F)"
"Iceland_2016","Iceland","2016","E",3520006,"Iceland","  Reform Party"
"Iceland_2016","Iceland","2016","F",3520007,"Iceland","  Bright Future (BF)"
"Iceland_2016","Iceland","2016","G",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_2016","Iceland","2016","H",3520010,"Iceland","  People's Party (FIF)"
"Iceland_2016","Iceland","2016","I",3520014,"Iceland","  Dawn - Organization of justice, fairness and democracy (Dawn)"
"Iceland_2017","Iceland","2017","A",3520001,"Iceland","  Independence Party (Sj)"
"Iceland_2017","Iceland","2017","B",3520005,"Iceland","  Left-Green Movement (VG)"
"Iceland_2017","Iceland","2017","C",3520002,"Iceland","  Social Democratic Alliance (Sam) - SEE POLITY NOTES"
"Iceland_2017","Iceland","2017","D",3520011,"Iceland","  Center Party (M)"
"Iceland_2017","Iceland","2017","E",3520003,"Iceland","  Progressive Party (F)"
"Iceland_2017","Iceland","2017","F",3520008,"Iceland","  Pirate Party (Pi)"
"Iceland_2017","Iceland","2017","G",3520010,"Iceland","  People's Party (FIF)"
"Iceland_2017","Iceland","2017","H",3520006,"Iceland","  Reform Party"
"Iceland_2017","Iceland","2017","I",3520007,"Iceland","  Bright Future (BF)"
"Israel_1996","Israel","1996","A",3760002,"Israel","  Israeli Labor Party (MHH)"
"Israel_1996","Israel","1996","B",3760001,"Israel","  Likud - The Consolidation (L)"
"Israel_1996","Israel","1996","C",3760003,"Israel","  Sfarad's Keepers of the Torah (Shas)"
"Israel_1996","Israel","1996","D",3760014,"Israel","  National Religious Party (Mafdal)"
"Israel_1996","Israel","1996","E",3760004,"Israel","  Energy (Meretz)"
"Israel_2003","Israel","2003","A",3760001,"Israel","  Likud - The Consolidation (L)"
"Israel_2003","Israel","2003","B",3760002,"Israel","  Israeli Labor Party (MHH)"
"Israel_2003","Israel","2003","C",3760015,"Israel","  Change (Shinui)"
"Israel_2003","Israel","2003","D",3760003,"Israel","  Sfarad's Keepers of the Torah (Shas)"
"Israel_2003","Israel","2003","E",3760049,"Israel","  National Union (HaLe) - SEE POLITY NOTES"
"Israel_2003","Israel","2003","F",3760004,"Israel","  Energy (Meretz)"
"Israel_2006","Israel","2006","A",3760016,"Israel","  Forward (Kadima)"
"Israel_2006","Israel","2006","B",3760002,"Israel","  Israeli Labor Party (MHH)"
"Israel_2006","Israel","2006","C",3760003,"Israel","  Sfarad's Keepers of the Torah (Shas)"
"Israel_2006","Israel","2006","D",3760001,"Israel","  Likud - The Consolidation (L)"
"Israel_2006","Israel","2006","E",3760021,"Israel","  Israel is Our Home (YB) "
"Israel_2006","Israel","2006","F",3760050,"Israel","  National Union - National Religious Party (HaLe – Mafdal)"
"Israel_2013","Israel","2013","A",3760011,"Israel","  Likud - The Consolidation (L) - Yisrael Beiteinu (L - YB) "
"Israel_2013","Israel","2013","B",3760007,"Israel","  There is a Future (YA)"
"Israel_2013","Israel","2013","C",3760002,"Israel","  Israeli Labor Party (MHH)"
"Israel_2013","Israel","2013","D",3760008,"Israel","  The Jewish Home (HH) - SEE POLITY NOTES"
"Israel_2013","Israel","2013","E",3760003,"Israel","  Sfarad's Keepers of the Torah (Shas)"
"Israel_2013","Israel","2013","F",3760006,"Israel","  United Torah Judaism (YH) - SEE POLITY NOTES"
"Israel_2013","Israel","2013","G",3760009,"Israel","  The Movement (Hat)"
"Israel_2013","Israel","2013","H",3760004,"Israel","  Energy (Meretz)"
"Israel_2013","Israel","2013","I",3760010,"Israel","  United Arab List (Ra'am)"
"Israel_2020","Israel","2020","A",3760001,"Israel","  Likud - The Consolidation (L)"
"Israel_2020","Israel","2020","B",3760103,"Israel","  Blue and White (KL) - SEE POLITY NOTES"
"Israel_2020","Israel","2020","C",3760104,"Israel","  Joint List - SEE POLITY NOTES"
"Israel_2020","Israel","2020","D",3760003,"Israel","  Sfarad's Keepers of the Torah (Shas)"
"Israel_2020","Israel","2020","E",3760006,"Israel","  United Torah Judaism (YH) - SEE POLITY NOTES"
"Israel_2020","Israel","2020","F",3760105,"Israel","  Labor-Gesher-Meretz (Emet) - SEE POLITY NOTES "
"Israel_2020","Israel","2020","G",3760021,"Israel","  Israel is Our Home (YB) "
"Israel_2020","Israel","2020","H",3760106,"Israel","  Yamina - SEE POLITY NOTES"
"Italy_2006","Italy","2006","A",3800002,"Italy","  Forward Italy (Forza Italia) (FI) - SEE POLITY NOTES"
"Italy_2006","Italy","2006","B",3800011,"Italy","  Democrats of the Left (DS) - SEE POLITY NOTES"
"Italy_2006","Italy","2006","C",3800022,"Italy","  National Alliance (AN) - SEE POLITY NOTES"
"Italy_2006","Italy","2006","D",3800021,"Italy","  Daisy - Democracy is Freedom (DL) - SEE POLITY NOTES"
"Italy_2006","Italy","2006","E",3800012,"Italy","  Union of Christian and Centre Democrats (UDC)"
"Italy_2006","Italy","2006","F",3800013,"Italy","  Communist Refoundation Party (PRC)"
"Italy_2018","Italy","2018","A",3800004,"Italy","  Five Star Movement (M5S)"
"Italy_2018","Italy","2018","B",3800001,"Italy","  Democratic Party (PD)"
"Italy_2018","Italy","2018","C",3800003,"Italy","  Northern League/League (LN) - SEE POLITY NOTES"
"Italy_2018","Italy","2018","D",3800002,"Italy","  Forward Italy (Forza Italia) (FI) - SEE POLITY NOTES"
"Italy_2018","Italy","2018","E",3800032,"Italy","  Brothers of Italy (FdI)"
"Italy_2018","Italy","2018","F",3800010,"Italy","  Free and Equal (LeU)"
"Japan_1996","Japan","1996","A",3920001,"Japan","  Liberal Democratic Party (LDP)"
"Japan_1996","Japan","1996","B",3920012,"Japan","  New Frontier Party (NFP)"
"Japan_1996","Japan","1996","C",3920002,"Japan","  Democratic Party of Japan (DPJ) - SEE POLITY NOTES"
"Japan_1996","Japan","1996","D",3920004,"Japan","  Japanese Communist Party (JCP)"
"Japan_1996","Japan","1996","E",3920006,"Japan","  Social Democratic Party (SDP)"
"Japan_1996","Japan","1996","F",3920013,"Japan","  New Party Harbinger (NPH)"
"Japan_2004","Japan","2004","A",3920002,"Japan","  Democratic Party of Japan (DPJ) - SEE POLITY NOTES"
"Japan_2004","Japan","2004","B",3920001,"Japan","  Liberal Democratic Party (LDP)"
"Japan_2004","Japan","2004","C",3920003,"Japan","  (New) Komeito (NK) - SEE POLITY NOTES"
"Japan_2004","Japan","2004","D",3920004,"Japan","  Japanese Communist Party (JCP)"
"Japan_2004","Japan","2004","E",3920006,"Japan","  Social Democratic Party (SDP)"
"Japan_2007","Japan","2007","A",3920002,"Japan","  Democratic Party of Japan (DPJ) - SEE POLITY NOTES"
"Japan_2007","Japan","2007","B",3920001,"Japan","  Liberal Democratic Party (LDP)"
"Japan_2007","Japan","2007","C",3920003,"Japan","  (New) Komeito (NK) - SEE POLITY NOTES"
"Japan_2007","Japan","2007","D",3920004,"Japan","  Japanese Communist Party (JCP)"
"Japan_2007","Japan","2007","E",3920006,"Japan","  Social Democratic Party (SDP)"
"Japan_2013","Japan","2013","A",3920001,"Japan","  Liberal Democratic Party (LDP)"
"Japan_2013","Japan","2013","B",3920002,"Japan","  Democratic Party of Japan (DPJ) - SEE POLITY NOTES"
"Japan_2013","Japan","2013","C",3920004,"Japan","  Japanese Communist Party (JCP)"
"Japan_2013","Japan","2013","D",3920010,"Japan","  Your Party (YP)"
"Japan_2013","Japan","2013","E",3920007,"Japan","  Japan Restoration Party (JReP)"
"Japan_2013","Japan","2013","F",3920003,"Japan","  (New) Komeito (NK) - SEE POLITY NOTES"
"Japan_2013","Japan","2013","G",3920011,"Japan","  People's Life Party (PLP) / Liberal Party - SEE POLITY NOTES"
"Japan_2013","Japan","2013","H",3920006,"Japan","  Social Democratic Party (SDP)"
"Japan_2013","Japan","2013","I",3920005,"Japan","  Green Wind"
"Japan_2017","Japan","2017","A",3920001,"Japan","  Liberal Democratic Party (LDP)"
"Japan_2017","Japan","2017","B",3920008,"Japan","  Constitutional Democratic Party of Japan (CDP) - SEE POLITY NOTES"
"Japan_2017","Japan","2017","C",3920022,"Japan","  Party of Hope"
"Japan_2017","Japan","2017","D",3920003,"Japan","  (New) Komeito (NK) - SEE POLITY NOTES"
"Japan_2017","Japan","2017","E",3920004,"Japan","  Japanese Communist Party (JCP)"
"Japan_2017","Japan","2017","F",3920009,"Japan","  Japan Innovation Party - SEE POLITY NOTES"
"Japan_2017","Japan","2017","G",3920006,"Japan","  Social Democratic Party (SDP)"
"Kenya_2013","Kenya","2013","A",4040100,"Kenya","  The National Alliance (TNA)"
"Kenya_2013","Kenya","2013","B",4040002,"Kenya","  Orange Democratic Movement (ODM)"
"Kenya_2013","Kenya","2013","C",4040101,"Kenya","  United Republican Party (URP)"
"Kenya_2013","Kenya","2013","D",4040003,"Kenya","  Wiper Democratic Movement (WDM - K)"
"Kenya_2013","Kenya","2013","E",4040102,"Kenya","  United Democratic Front (Forum) (UDFP)"
"Kenya_2013","Kenya","2013","F",4040004,"Kenya","  Forum for Restoration of Democracy (FORD - KENYA)"
"Kenya_2013","Kenya","2013","G",4040010,"Kenya","  National Rainbow Coalition (NARC - K)"
"Kenya_2013","Kenya","2013","H",4040103,"Kenya","  Alliance Party of Kenya (APK)"
"Kenya_2013","Kenya","2013","I",4040005,"Kenya","  Kenya African National Union (KANU)"
"Kyrgyzstan_2005","Kyrgyzstan","2005","A",4170001,"Kyrgyzstan","  Ar Namys"
"Kyrgyzstan_2005","Kyrgyzstan","2005","B",4170003,"Kyrgyzstan","  Communist Party of Masaliev"
"Kyrgyzstan_2005","Kyrgyzstan","2005","C",4170004,"Kyrgyzstan","  Socialist Party"
"Kyrgyzstan_2005","Kyrgyzstan","2005","D",4170005,"Kyrgyzstan","  Alga Kyrgyzstan"
"Kyrgyzstan_2005","Kyrgyzstan","2005","E",4170006,"Kyrgyzstan","  Asaba (Republic National Party)"
"Kyrgyzstan_2005","Kyrgyzstan","2005","F",4170008,"Kyrgyzstan","  New Kyrgyzstan"
"Kyrgyzstan_2005","Kyrgyzstan","2005","G",4170007,"Kyrgyzstan","  Free Kyrgyzstan"
"Kyrgyzstan_2005","Kyrgyzstan","2005","H",4170012,"Kyrgyzstan","  Communist Party of Kyrgyzstan"
"Republic of Korea_2000","Republic of Korea","2000","A",4100001,"Republic of Korea","  New Frontier Party (NFP) - SEE POLITY NOTES"
"Republic of Korea_2000","Republic of Korea","2000","B",4100010,"Republic of Korea","  Millennium Democratic Party (MDP)"
"Republic of Korea_2000","Republic of Korea","2000","C",4100011,"Republic of Korea","  United Liberal Democrats (ULD)"
"Republic of Korea_2000","Republic of Korea","2000","D",4100012,"Republic of Korea","  Democratic People's Party"
"Republic of Korea_2000","Republic of Korea","2000","E",4100006,"Republic of Korea","  Democratic Liberal Party - SEE ELECTION STUDY NOTES"
"Republic of Korea_2000","Republic of Korea","2000","F",4100023,"Republic of Korea","  New Korean Party of the Hope (NKPH)"
"Republic of Korea_2004","Republic of Korea","2004","A",4100021,"Republic of Korea","  Our Party"
"Republic of Korea_2004","Republic of Korea","2004","B",4100001,"Republic of Korea","  New Frontier Party (NFP) - SEE POLITY NOTES"
"Republic of Korea_2004","Republic of Korea","2004","C",4100015,"Republic of Korea","  Democratic Labor Party (DLP)"
"Republic of Korea_2004","Republic of Korea","2004","D",4100010,"Republic of Korea","  Millennium Democratic Party (MDP)"
"Republic of Korea_2004","Republic of Korea","2004","E",4100011,"Republic of Korea","  United Liberal Democrats (ULD)"
"Republic of Korea_2004","Republic of Korea","2004","F",4100020,"Republic of Korea","  National Integration 21"
"Republic of Korea_2008","Republic of Korea","2008","A",4100001,"Republic of Korea","  New Frontier Party (NFP) - SEE POLITY NOTES"
"Republic of Korea_2008","Republic of Korea","2008","B",4100004,"Republic of Korea","  Democratic United Party (DUP)"
"Republic of Korea_2008","Republic of Korea","2008","C",4100002,"Republic of Korea","  Liberty Forward Party (LFP)"
"Republic of Korea_2008","Republic of Korea","2008","D",4100007,"Republic of Korea","  Pro-Park Geun-hye Alliance"
"Republic of Korea_2008","Republic of Korea","2008","E",4100015,"Republic of Korea","  Democratic Labor Party (DLP)"
"Republic of Korea_2008","Republic of Korea","2008","F",4100017,"Republic of Korea","  Renewal of Korea Party"
"Republic of Korea_2008","Republic of Korea","2008","G",4100003,"Republic of Korea","  New Progressive Party (NPP)"
"Republic of Korea_2012","Republic of Korea","2012","A",4100001,"Republic of Korea","  New Frontier Party (NFP) - SEE POLITY NOTES"
"Republic of Korea_2012","Republic of Korea","2012","B",4100004,"Republic of Korea","  Democratic United Party (DUP)"
"Republic of Korea_2012","Republic of Korea","2012","C",4100005,"Republic of Korea","  Unified Progressive Party (UPP) - SEE POLITY NOTES"
"Republic of Korea_2012","Republic of Korea","2012","D",4100002,"Republic of Korea","  Liberty Forward Party (LFP)"
"Republic of Korea_2012","Republic of Korea","2012","E",4100022,"Republic of Korea","  Christian Party"
"Republic of Korea_2012","Republic of Korea","2012","F",4100003,"Republic of Korea","  New Progressive Party (NPP)"
"Republic of Korea_2016","Republic of Korea","2016","A",4100001,"Republic of Korea","  New Frontier Party (NFP) - SEE POLITY NOTES"
"Republic of Korea_2016","Republic of Korea","2016","B",4100008,"Republic of Korea","  Democratic Party of Korea (DP)"
"Republic of Korea_2016","Republic of Korea","2016","C",4100014,"Republic of Korea","  People's Party (PP)"
"Republic of Korea_2016","Republic of Korea","2016","D",4100009,"Republic of Korea","  Justice Party (JP)"
"Lithuania_1997","Lithuania","1997","A",4400101,"Lithuania","  A Paulauskas (Independent) "
"Lithuania_1997","Lithuania","1997","B",4400102,"Lithuania","  V  Adamkus (Independent)"
"Lithuania_1997","Lithuania","1997","C",4400001,"Lithuania","  Homeland Union-Conservatives / Lithuanian Christian Democrats"
"Lithuania_1997","Lithuania","1997","D",4400003,"Lithuania","  Social Democratic Party (LSDP)"
"Lithuania_1997","Lithuania","1997","E",4400002,"Lithuania","  Christian Democratic Party "
"Lithuania_1997","Lithuania","1997","G",4400006,"Lithuania","  Center Union (LCS)"
"Lithuania_1997","Lithuania","1997","H",4400005,"Lithuania","  Democratic Labor Party (LDDP)"
"Lithuania_1997","Lithuania","1997","I",4400007,"Lithuania","  Nationalist Party - ""Young Lithuania"" (JL)"
"Lithuania_2016","Lithuania","2016","A",4400001,"Lithuania","  Homeland Union-Conservatives / Lithuanian Christian Democrats"
"Lithuania_2016","Lithuania","2016","B",4400008,"Lithuania","  Lithuanian Farmers and Greens Union (LVZS)"
"Lithuania_2016","Lithuania","2016","C",4400003,"Lithuania","  Social Democratic Party (LSDP)"
"Lithuania_2016","Lithuania","2016","D",4400009,"Lithuania","  Liberal Movement of the Republic of Lithuania (LRLS)"
"Lithuania_2016","Lithuania","2016","E",4400200,"Lithuania","  Anti-Corruption Coalition (LCP-LPP) - SEE POLITY NOTES"
"Lithuania_2016","Lithuania","2016","F",4400013,"Lithuania","  (Lithuanian) Poles Election Action - Christian Families Alliance "
"Lithuania_2016","Lithuania","2016","G",4400025,"Lithuania","  Party Order and Justice (PTT)"
"Lithuania_2016","Lithuania","2016","H",4400010,"Lithuania","  Labor Party (DP)"
"Lithuania_2020","Lithuania","2020","A",4400001,"Lithuania","  Homeland Union-Conservatives / Lithuanian Christian Democrats"
"Lithuania_2020","Lithuania","2020","B",4400008,"Lithuania","  Lithuanian Farmers and Greens Union (LVZS)"
"Lithuania_2020","Lithuania","2020","C",4400010,"Lithuania","  Labor Party (DP)"
"Lithuania_2020","Lithuania","2020","D",4400003,"Lithuania","  Social Democratic Party (LSDP)"
"Lithuania_2020","Lithuania","2020","E",4400022,"Lithuania","  Freedom Party (LP)"
"Lithuania_2020","Lithuania","2020","F",4400009,"Lithuania","  Liberal Movement of the Republic of Lithuania (LRLS)"
"Lithuania_2020","Lithuania","2020","G",4400013,"Lithuania","  (Lithuanian) Poles Election Action - Christian Families Alliance "
"Lithuania_2020","Lithuania","2020","H",4400023,"Lithuania","  Lithuanian Social Democratic Labor Party (LSDDP)"
"Lithuania_2020","Lithuania","2020","I",4400024,"Lithuania","  Center Party - Nationalists (CPT) - SEE POLITY NOTES"
"Latvia_2010","Latvia","2010","A",4280002,"Latvia","  Unity (V)"
"Latvia_2010","Latvia","2010","B",4280001,"Latvia","  Harmony Centre (SC) / Social Democratic Party ""Harmony"" (S) - "
"Latvia_2010","Latvia","2010","C",4280005,"Latvia","  Union of Greens and Farmers (ZZS) - SEE POLITY NOTES"
