Country,partyID,partyNAME
France,2500006,  Left Front (FDG) - SEE POLITY NOTES
France,2500007,  National Front (FN)
France,2500008,  Rally For The Republic (RPR)
France,2500009,  Workers' Struggle (LO)
France,2500010,  Movement for France (MPF)
France,2500011,"  Hunting, Fishing, Nature and Tradition (CPNT)"
France,2500012,  Republican And Civic Movement (MDC)
France,2500013,  Liberal Democracy (LD)
France,2500014,  Revolutionary Communist League (LCR)
France,2500015,  Farmers Association
France,2500016,  Sans Etiquette
France,2500017,  The Republic Onwards! (LaREM)
France,2500018,  Radical Party of the Left (RPG)
France,2500019,  Miscellaneous left (DVG)
France,2500020,  New Centre (NC)
France,2500021,  Miscellaneous right (DVD)
France,2500022,  The Republicans (LR) - SEE POLITY NOTES
France,2500023,  Regionalists (REG)
France,2500024,"  Citizenship, Action, Participation for the 21st Century (Cap21)"
France,2500025,  Arise the Republic (DLR) / France Arise (DLF) - SEE POLITY NOTES
France,2500026,  Forum Of Social Republicans (FRS)
France,2500027,  National Republican Movement (MNR)
France,2500028,  New Anticapitalist Party (NPA)
France,2500029,  Workers' Party (PT)
France,2500030,  Rally for France (RPF)
France,2500031,  Indomitable France (FI)
France,2500032,"  Jose Bove - ran as an activist from ""After Globalization"""
France,2500033,  Movement LaRouche - SEE POLITY NOTES
France,2500034,  Resist!
France,2500035,  Popular Republican Union
Germany,2760001,  Christian Democratic Union / Christian Social Union (UNION)
Germany,2760002,  Christian Democratic Party (CDU)
Germany,2760003,  Christian Social Union in Bavaria (CSU)
Germany,2760004,  Social Democratic Party (SPD)
Germany,2760005,  Alliance 90/Greens (B90/GRUENE)
Germany,2760006,  Free Democratic Party (FDP)
Germany,2760007,  Left Party (DIE LINKE) - SEE POLITY NOTES
Germany,2760008,  The Republicans (REP)
Germany,2760009,  National Democratic Party of Germany (NPD)
Germany,2760010,  Alternative for Germany (AfD)
Germany,2760011,  Communist Party of Germany (KPD)
Germany,2760012,  German Communist Party (DKP)
Germany,2760013,  Labor and Social Justice - The Electoral Alternative (WASG)
Germany,2760014,  Pirates Party (PIRATEN)
Germany,2760015,  German Social Union (DSU)
Germany,2760016,  Bavarian Party (BP)
Germany,2760017,  German People's Union (DVU)
Germany,2760018,  South Schleswig Voter's Association (SSW)
Germany,2760019,  The Greys (Graue)
Germany,2760020,  Ecological Democratic Party (OEDP)
Germany,2760021,  Party of Literal Exegesis (PBC)
Germany,2760022,  Pensioners/Greys (RENTNER)
Germany,2760023,  Generation Party / The Grey 
Germany,2760024,  Party Of The Rule Of Law Offensive (Schill-Party)
Germany,2760025,  Free Voters (FW)
Germany,2760026,  Animal Protection Party (Tierschutzpartei)
Germany,2760027,  Marxist-Leninist Party of Germany (MLPD)
Germany,2760028,  Family Party (FAMILIE)
Germany,2760029,  The Violets for Spiritual Politics (Die Violetten)
Germany,2760030,  The Party (Die PARTEI)
Germany,2760031,  Women's Party (DIE FRAUEN)
Germany,2760032,"  Alliance of health, peace and social equality (AGFG)"
Germany,2760033,  Anarchistic Pogo Party of Germany (APPD)
Germany,2760034,  Civil Movement for Solidarity (BUESO)
Germany,2760035,  Basic Income Alliance (BGE)
Germany,2760036,"  V-Partei3 - Party for Change, Vegetarians and Vegans (V-Partei3)"
Germany,2760037,  Democracy in Motion (DiB)
Germany,2760038,  Alliance of German Democrats (AD-Demokraten)
Germany,2760039,  Magdeburg Garden Party (MG)
Germany,2760040,  Berg-Party (B*)
Germany,2760041,  Democratic Citizens Germany (DBD)
Germany,2760042,  Grassroots Democratic Party of Germany (dieBasis)
Germany,2760043,  Team Todenhoefer - The Justice Party
Germany,2760044,  Volt Germany (Volt)
Germany,2760045,  Party of Humanists (Die Humanisten)
Germany,2760046,  Alliance C - Christians for Germany (Buendnis C)
Germany,2760047,  The Greys - For all Generations (Die Grauen)
Germany,2760048,  Civic Movement
Germany,2760049,  Party of Progress (PdF)
Germany,2760050,  Climate List Baden-Wuerttemberg (KlimalisteBW)
Germany,2760051,  Courage
Greece,3000001,  Pan-Hellenic Socialist Movement (PASOK)
Greece,3000002,  New Democracy (ND)
Greece,3000003,  Coalition of the Radical Left (SYRIZA)
Greece,3000004,  Communist Party of Greece (KKE)
Greece,3000005,  Ecologists - Greens (Oik Pras)
Greece,3000006,  Golden Dawn (LS - XA)
Greece,3000007,  The Independent Greeks (ANEL)
Greece,3000008,  Movement for Change (KINAL) - SEE POLITY NOTES
Greece,3000009,  Greek Solution
Greece,3000010,  Pirate Party of Greece (KKP)
Greece,3000011,  Recreate Greece (DX)
Greece,3000012,  Democratic Left (DIMAR)
Greece,3000013,  The River
Greece,3000014,  European Realistic Disobedience Front (MeRA25)
Greece,3000015,  Coalition of parties
Greece,3000016,  Anticapitalist Left Cooperation for the Overthrow (ANTARSYA)
Greece,3000017,  Action (D)
Greece,3000018,  Democratic Revival (Diman)
Greece,3000019,  Popular Orthodox Rally (LaOS)
Greece,3000021,  Union of Centrists
Greece,3000022,  Movement of Democratic Socialists
Greece,3000023,  Course of Freedom
Greece,3000024,  Popular Unity (LAE)
Greece,3000025,  United Popular Front (EPAM)
Greece,3000026,  Society - Political Party of the Successors of Kapodistrias 
Greece,3000028,  New Right 
Greece,3000029,  Free Homeland
Greece,3000100,  Democratic Coalition (DISI) - SEE POLITY NOTES
Greece,3000101,  Front of the Greek Anticapitalist Left - Workers Revolutionary Party
Greece,3000102,  Democrats-Society of Values-Pirate Party of Greece (D-KA-KPE)
Hong Kong,3440001,  Democratic Alliance for Betterment of Hong Kong (DAB)
Hong Kong,3440002,  Civic Party (CPP)
Hong Kong,3440003,  Democratic Party (DP)
Hong Kong,3440004,  People Power (PP)
Hong Kong,3440005,  Hong Kong Federation of Trade Unions (HKFTU)
Hong Kong,3440006,  Labor Party (LAB)
Hong Kong,3440007,  League of Social Democrats (LSD)
Hong Kong,3440008,  New People's Party (NPP)
Hong Kong,3440009,  Liberal Party (LP)
Hong Kong,3440013,  Neighborhood & Workers Service Centre (NWSC)
Hong Kong,3440014,  Kowloon West New Dynamic (KWND)
Hong Kong,3440015,  Hong Kong Association for Democracy and People's Livelihood (ADPL)
Hong Kong,3440016,  Neo Democrats
Hong Kong,3440017,  Civil Force
Hong Kong,3440018,  Economic Synergy (3L)
Hong Kong,3440019,  Frontier
Hong Kong,3440020,  Hong Kong Awakening Association
Hong Kong,3440021,  Party For Civic Rights And Livelihood Hong Kong
Hong Kong,3440022,  Southern Democratic Alliance
Hong Kong,3440023,  Blue Intelligent Union
Hong Kong,3440024,  Civic Act-Up
Hong Kong,3440025,  Democratic Alliance
Hong Kong,3440026,  April Fifth Action (AFAG)
Hong Kong,3440027,  Grassroot Democrats
Hong Kong,3440028,  Hong Kong Social Workers General Union
Hong Kong,3440029,  New Century Forum
Hong Kong,3440030,"  Democrats, in general"
Hong Kong,3440031,  Pro-Democrats
Hong Kong,3440032,  Citizen's Party
Hong Kong,3440033,  Hong Kong Confederation of Trade Unions (CTU)
Hong Kong,3440034,  Hong Kong Progressive Alliance (HKPA)
Hong Kong,3440035,  123 Democratic Alliance
Hong Kong,3440036,  Article 45 Concern Group
Hong Kong,3440037,  New Territories West - New Territories Alliance
Hong Kong,3440038,  The Pioneer
Hong Kong,3440039,  Civic Passion (CP)
Hong Kong,3440040,  Proletariat Political Institute (PPI)
Hong Kong,3440041,  Hong Kong Resurgence Order (HKRO)
Hong Kong,3440042,  Youngspiration
Hong Kong,3440043,  Kowloon East Community
Hong Kong,3440044,  Demosisto
Hong Kong,3440045,  Business and Professionals Alliance for Hong Kong (BPA)
Hong Kong,3440046,  Democracy Groundwork
Hong Kong,3440047,  Path of Democracy
Hong Kong,3440048,  Third Side
Hong Kong,3440049,  Justice Alliance
Hong Kong,3440050,  Voice of Loving Hong Kong
Hong Kong,3440051,  Politihk Social Strategic
Hong Kong,3440052,  Pioneer of Victoria Park
Hong Kong,3440053,  Hong Kong Indigenous
Hong Kong,3440100,  People Power - League of Social Democrats (PP - LSD) - 
Hong Kong,3440101,  Civic Passion - Proletariat Political Institute - 
Hong Kong,3440102,  Civic Passion - Hong Kong Resurgence Order - SEE POLITY NOTES
Hong Kong,3440103,  ALLinHKG - SEE POLITY NOTES
Hungary,3480001,  Hungarian Socialist Party (MSZP)
Hungary,3480002,  Fidesz-Hungarian Civic Party Alliance Party (Fidesz - MPP)
Hungary,3480003,  Jobbik - Movement for a Better Hungary (Jobbik)
Hungary,3480004,  Hungarian Justice and Life Party (MIEP)
Hungary,3480006,  Hungarian Worker's Party (MMP) - SEE POLITY NOTES
Hungary,3480007,  Hungarian Democratic Forum (MDF)
Hungary,3480008,  Alliance of Free Democrats (SZDSZ)
Hungary,3480009,  Hungarian Democratic People's Party
Hungary,3480010,  Fidesz - KDNP - SEE POLITY NOTES
Hungary,3480011,  Politics Can Be Different (LMP)
Hungary,3480012,  MDF - FIDESZ - MPP Joint Candidate - SEE ELECTION STUDY NOTES
Hungary,3480013,  Independent Small Holders Party (FKgP)
Hungary,3480014,  UJ Szovetseg (ASZ) - SEE POLITY NOTES
Hungary,3480015,  Democratic Coalition (DK)
Hungary,3480016,  Momentum Movement
Hungary,3480017,  Hungarian Two-tailed Dog Party
Hungary,3480018,  Together - Party for a New Era
Hungary,3480031,  Green Party of Hungary (ZOLDEK)
Hungary,3480032,  Christian Democratic People's Party (KDNP)
Hungary,3480033,  Alliance for Hungary - Center Party
Hungary,3480100,  Hungarian Socialist Party-Dialogue for Hungary - SEE POLITY NOTES
Hungary,3480101,  Unity - SEE POLITY NOTES
Iceland,3520001,  Independence Party (Sj)
Iceland,3520002,  Social Democratic Alliance (Sam) - SEE POLITY NOTES
Iceland,3520003,  Progressive Party (F)
Iceland,3520004,  Liberal Party (FF)
Iceland,3520005,  Left-Green Movement (VG)
Iceland,3520006,  Reform Party
Iceland,3520007,  Bright Future (BF)
Iceland,3520008,  Pirate Party (Pi)
Iceland,3520009,  Civic Movement (B)
Iceland,3520010,  People's Party (FIF)
Iceland,3520011,  Center Party (M)
Iceland,3520012,  Right-Green People's Party (HG) - SEE POLITY NOTES
Iceland,3520013,  Icelandic Movement (IL)
Iceland,3520014,"  Dawn - Organization of justice, fairness and democracy (Dawn)"
Iceland,3520015,  Iceland Democratic Party (IDP)
Iceland,3520016,  Rainbow (Rebo)
Iceland,3520017,  People's Movement (Th - Ff)
Iceland,3520018,  Democratic Movement
Iceland,3520019,  Social Democratic Party (A)
Iceland,3520020,  People's Alliance (Ab)
Iceland,3520021,  Households Party (FH)
Iceland,3520022,  Humanist Party (FM)
Iceland,3520023,  The Movement (H)
Iceland,3520024,  Women's Alliance (KL)
Iceland,3520025,  Rural Party (L)
Iceland,3520026,  Christian Democrats
Iceland,3520027,  Anarchists
Iceland,3520028,  Left-Green Movement and Social Democratic Alliance 
Iceland,3520029,  Left-Green Movement and Independence Party 
Iceland,3520030,  New Movement
Iceland,3520031,  People's Front of Iceland (PFI)
Iceland,3520032,  Icelandic National Front
Iceland,9999989,  Independent Candidate - SEE ELECTION STUDY NOTES
India,3560001, Indian People's Party (BJP) - SEE POLITY NOTES
India,3560002, Indian National Congress (INC) - SEE POLITY NOTES
India,3560003, All India Trinamool Congress (AITC)
India,3560004, Bahujan Samaj Party (BSP)
India,3560005, Socialist Party (SP)
India,3560006," Youth, Labor, and Farmer Congress Party (YSRCP)"
India,3560007, Dravidian Progress Federation (DMK)
India,3560008, Shivaji's Army  
India,3560009, Telugu Desam Party (TDP)
India,3560010, Communist Party of India (Marxist) (CPI(M))
India,3560011, Biju People's Party (BJD)
India,3560012, People's Party (United) (JD(U))
India,3560013, Nationalist Congress Party (NCP)
India,3560014, All India Anna Dravidian Progress Federation (AIADMK)
India,3560015, India Nation Council (BRS)
India,3560016, National People's Party (RJD)
India,3560017, Supreme Akali Party (SAD)
India,3560018, Communist Party of India (CPI)
India,3560019, Janata Dal (Secular) (JD(S))
India,3560020, People's Manpower Party (LJP)
India,3560021, Common Man's Party (AAP)
India,3560022, Working People's Party (PMK)
India,3560023, People's Army Party (JSP)
India,3560024, Jharkhand Liberation Front (JMM)
India,3560025, All India United Democratic Front (AIUDF)
India,3560026, Indian Union Muslim League (IUML)
India,3560027, Assam People's Association (AGP)
India,3560028, National People's Equity Party (RLSP)
India,3560029, National People's Party (RLD)
India,3560030, All India Council for Unity of Muslims (AIMIM)
India,3560031, Apna Dal (Soneylal) (AD(S))
India,3560032, Indian People's Front (HAM-S)
India,3560033, Jharkhand Development Front (Democratic) (JVM(P))
India,3560034, Communist Party Of India (Marxist-Leninist) (Liberation) 
India,3560035, Revolutionary Socialist Party (RSP)
India,3560036, Vikassheel Insaan Party (VIP)
India,3560037, Rashtriya Loktantrik Party (RLP)
India,3560038, All Jharkhand Students Union (AJSU)
India,3560039, Jannayak Janta Party (JJP)
India,3560040, Bhartiya Tribal Party (BTP)
India,3560041, Lok Insaaf Party (LIP)
India,3560042, National People's Party (NPP)
India,3560043, Kerala Congress (M)
India,3560044, Socialist Unity Centre Of India (Communist) (SUCI(C))
India,3560045, All India Forward Bloc (AIFB)
India,3560046, Suheldev Bhartiya Samaj Party (SBSP)
India,3560047, Punjab Ekta Party (PEP)
India,3560048, Indian National Lok Dal (INLD)
India,3560049, Gondvana Gantantra Party (GGP)
India,3560050, Kerala Congress (Anti-merger Group) (KC)
India,3560051, Jan Adhikar Party (Loktantrik) (JAP (L))
India,3560052, Republican Party of India (A)
India,3560053, Samanya Picchda Evam Alpsankhyak Samaj (SAPAKS)
India,3560054, Janata Congress 
India,3560055, Marumalarchi Dravida Munnetra Kazhagam (MDMK)
India,3560056, Indhiya Jananayaga Katchi (IJK)
India,3560057, Puthiya Tamilagam (PT)
Ireland,3720001,  Fianna Fail (FF)
Ireland,3720002,  Fine Gael (FG)
Ireland,3720003,  Labor (Lab)
Ireland,3720004,  Sinn Fein (SF)
Ireland,3720005,  Greens (GP)
Ireland,3720006,  Progressive Democrats (PD)
Ireland,3720007,  Socialist Party (SP)
Ireland,3720008,  Workers' Party (TWP)
Ireland,3720009,  United Left Alliance (ULA)
Ireland,3720010,  People Before Profit Alliance (PBPA)
Ireland,3720011,  Anti-Austerity Alliance-People Before Profit (AAA-PBP) - 
Ireland,3720012,  Christian Solidarity (CSP)
Ireland,3720013,  Social Democrats (SD)
Ireland,3720014,  Renew Ireland (RI)
Ireland,3720015,  Anti-Austerity Alliance (AAA) - SEE POLITY NOTES
Ireland,3720019,  Direct Democracy Ireland (DDI)
Ireland,3720020,  Irish Socialist Network (ISN)
Ireland,3720021,  Fathers' Rights-Responsibility
Israel,3760001,  Likud - The Consolidation (L)
Israel,3760002,  Israeli Labor Party (MHH)
Israel,3760003,  Sfarad's Keepers of the Torah (Shas)
Israel,3760004,  Energy (Meretz)
Israel,3760005,  The Greens (HY)
Israel,3760006,  United Torah Judaism (YH) - SEE POLITY NOTES
Israel,3760007,  There is a Future (YA)
Israel,3760008,  The Jewish Home (HH) - SEE POLITY NOTES
Israel,3760009,  The Movement (Hat)
Israel,3760010,  United Arab List (Ra'am)
Israel,3760011,  Likud - The Consolidation (L) - Yisrael Beiteinu (L - YB) 
Israel,3760014,  National Religious Party (Mafdal)
Israel,3760015,  Change (Shinui)
Israel,3760016,  Forward (Kadima)
Israel,3760018,  The Democratic Front for Peace and Equality (H)
Israel,3760019,  National Democratic Assembly (Balad)
Israel,3760021,  Israel is Our Home (YB) 
Israel,3760022,  Whole Nation (AmSh)
Israel,3760023,  Strength to Israel (OL)
Israel,3760024,  The Israelis (HaYisraelim)
Israel,3760025,  Green Leaf (AIYa)
Israel,3760026,  Social Justice (Tzedek Hevrati)
Israel,3760027,  Respectful Life (Haim Bekavod)
Israel,3760028,  New Country (Eretz Hadasha)
Israel,3760029,  Da'am Workers Party (Da'am)
Israel,3760030,  Hope for Change (Hatikva Leshinui)
Israel,3760031,  Likud - Gesher - Tzomet Block - SEE POLITY NOTES
Israel,3760032,  We Are All Friends (Kolanu Haverim)
Israel,3760033,  Power to Influence (Koach Lehashpi'a)
Israel,3760034,  Economy Party (Mifleget Kalkala)
Israel,3760035,  We Are Brothers (Achim Anchnu)
Israel,3760036,  Progressive Liberal Democratic (Mitkademet Liberalit Democratit)
Israel,3760037,  Party of Light (Mifleget Or)
Israel,3760038,  The Pirates
Israel,3760039,  Hapiratim
Israel,3760040,  Tradition of Patriarchs (Ancestors Heritage) (Moreshet Avot)
Israel,3760041,  One Nation (AE) - SEE POLITY NOTES
Israel,3760042,  One Future (Atid Ehad)
Israel,3760043,  World Alliance (Brit Olam)
Israel,3760044,  Meretz Habhira - Hademocratit Shahar - SEE POLITY NOTES
Israel,3760045,  Democratic Action (Da'am)
Israel,3760046,  The Third Way (DS)
Israel,3760047,  Bridge (Gesher)
Israel,3760048,  Pensioners of Israel (Gil)
Israel,3760049,  National Union (HaLe) - SEE POLITY NOTES
Israel,3760050,  National Union - National Religious Party (HaLe – Mafdal)
Israel,3760051,  Arab National Party (HaMiflaga HaLeumit HaAravit)
Israel,3760052,  Jewish National Front (Hazit Yehudit Leumit)
Israel,3760053,  Freedom Party (Herut)
Israel,3760054,  Secular Zionist (Hetz)
Israel,3760055,  A Different Israel (Israel Aheret)
Israel,3760056,  United Society Warriors (Lehem)
Israel,3760057,  Heart to the Immigrants (Lev)
Israel,3760058,  Homeland (M)
Israel,3760059,  Arab Democratic Party (Mada)
Israel,3760060,  Free Centre (MeHo)
Israel,3760061,  Center Party (MiHa)
Israel,3760062,  Strengthen the Poor (Oz La'aneem)
Israel,3760063,  United Arab List - Arab Movement for Renewal (Ra'am - Ta'al) -
Israel,3760064,  Man's Rights in the Family Party (Ra'ash)
Israel,3760065,  Turnaround (Tafnit)
Israel,3760066,  Crossroads (Tzomet)
Israel,3760067,  Israel for Immigration (YBA) 
Israel,3760068,  Citizen And State
Israel,3760069,  Ahavat Israel
Israel,3760070,  Arab Parties
Israel,3760071,  Ezrah Umedina
Israel,3760072,  Hadash - Balad Block
Israel,3760073,  Hadash-Taal
Israel,3760074,  Hatzionut Hahadasha
Israel,3760075,  Irgun Hapeula Hademocrati
Israel,3760076,  Islamic Movement
Israel,3760077,  Israel Aheret
Israel,3760078,  Lahava
Israel,3760079,  Leader
Israel,3760081,  Left
Israel,3760082,  Left Bloc
Israel,3760083,  The Generation of State Builders (Dor Bonei Ha'aretz)
Israel,3760084,  Mada - Islamic Movement Block
Israel,3760085,  MHH - Meimad
Israel,3760086,  National Union - Israel Beytenu - Moledet - Tkuma
Israel,3760087,  Patz
Israel,3760088,  Progressive National Alliance
Israel,3760089,  Religious Bloc
Israel,3760090,  Right Bloc
Israel,3760091,  Yahadut Haotra - Agudat Israel - Degel Tora
Israel,3760092,  Za'am
Israel,3760093,  Israel's Young Adults Zabar (Sabra)
Israel,3760102,  Extreme Parties
Israel,3760103,  Blue and White (KL) - SEE POLITY NOTES
Israel,3760104,  Joint List - SEE POLITY NOTES
Israel,3760105,  Labor-Gesher-Meretz (Emet) - SEE POLITY NOTES 
Israel,3760106,  Yamina - SEE POLITY NOTES
Israel,3760107,  Labor-Gesher - SEE POLITY NOTES
Israel,3760108,  Democratic Union 
Italy,3800001,  Democratic Party (PD)
Italy,3800002,  Forward Italy (Forza Italia) (FI) - SEE POLITY NOTES
Italy,3800003,  Northern League/League (LN) - SEE POLITY NOTES
Italy,3800004,  Five Star Movement (M5S)
Italy,3800005,  Federation of the Greens (FdV)
Italy,3800006,  More Europe (E+)
Italy,3800008,  South Tyrolean People's Party (SVP)
Italy,3800009,  Party of Italian Communists (PdCI) - SEE POLITY NOTES
Italy,3800010,  Free and Equal (LeU)
Italy,3800011,  Democrats of the Left (DS) - SEE POLITY NOTES
Italy,3800012,  Union of Christian and Centre Democrats (UDC)
Italy,3800013,  Communist Refoundation Party (PRC)
Italy,3800014,  Rose in the Fist
Italy,3800015,  Italy of Values (IdV) - SEE POLITY NOTES
Italy,3800021,  Daisy - Democracy is Freedom (DL) - SEE POLITY NOTES
Italy,3800022,  National Alliance (AN) - SEE POLITY NOTES
Italy,3800024,  Popular - UDEUR (PoUD)
Italy,3800025,  Popular Civic List (CP) - SEE POLITY NOTES
Italy,3800026,  Christian Democracy - New PSI (NPSI)
Italy,3800027,  Social Alternative (ASM)
Italy,3800028,  Tricolor Flame (MSFT)
Italy,3800029,  The Socialists
Italy,3800030,  Ambientalista - Ecologisti Democratici (ED)
Italy,3800032,  Brothers of Italy (FdI)
Italy,3800034,  Terzo Polo
Italy,3800035,  Solidarieta
Italy,3800036,  Pensioners' Party (PP)
Italy,3800037,  Lista Bonino / Radicali (Bon)
Italy,3800038,  The Olive (Ulivo)
Italy,3800039,  The Union (Unione)
Italy,3800040,  House of Liberties (CdL)
Italy,3800041,  Communist Party (PC)
Italy,3800042,  CasaPound Italy (CPI)
Italy,3800043,  The People of Family (PdF)
Italy,3800044,  Great North (GN)
Italy,3800045,  Amnesty Justice Freedom List (LAGL)
Italy,3800046,  Left Ecology Freedom (SEL)
Italy,3800047,  The Right
Italy,3800048,  New Force (FN)
Italy,3800049,  Civic Choice (SC)
Italy,3800050,  Act to Stop the Decline (FFD)
Italy,3800051,  Great South (GS)
Italy,3800100,  Us with Italy - Christian Democratic Union (NcI-UdC) - 
Italy,3800101,  Power to the People (PaP) - SEE POLITY NOTES
Italy,3800102,  Together List - SEE POLITY NOTES
Italy,3800103,  For a Revolutionary Left (PuSR) - SEE POLITY NOTES
Italy,3800104,  Civil Revolution (RC) - SEE POLITY NOTES
Japan,3920001,  Liberal Democratic Party (LDP)
Japan,3920002,  Democratic Party of Japan (DPJ) - SEE POLITY NOTES
Japan,3920003,  (New) Komeito (NK) - SEE POLITY NOTES
Japan,3920004,  Japanese Communist Party (JCP)
Japan,3920005,  Green Wind
Japan,3920006,  Social Democratic Party (SDP)
Japan,3920007,  Japan Restoration Party (JReP)
Japan,3920008,  Constitutional Democratic Party of Japan (CDP) - SEE POLITY NOTES
Japan,3920009,  Japan Innovation Party - SEE POLITY NOTES
Japan,3920010,  Your Party (YP)
Japan,3920011,  People's Life Party (PLP) / Liberal Party - SEE POLITY NOTES
Japan,3920012,  New Frontier Party (NFP)
Japan,3920013,  New Party Harbinger (NPH)
Japan,3920014,  Democratic Reform Union (DRP) - SEE POLITY NOTES
Japan,3920015,  New Party Daichi (NDP)
Japan,3920016,  People's New Party (PNP)
Japan,3920017,  Tomorrow Party of Japan (TJP)
Japan,3920018,  New Socialist Party
Japan,3920019,  Freedom Party
Japan,3920020,  Greens Japan
Japan,3920021,  New Renaissance Party
Japan,3920022,  Party of Hope
Japan,3920023,  Party for Japanese Kokoro
Japan,3920024,  Democratic Party - SEE POLITY NOTES
Japan,3920025,  New Renaissance Party
Japan,9999992,  Other Candidate/Party - SEE ELECTION STUDY NOTES 
Kenya,4040001,  Coalition: JUBILEE (JUBILEE) - SEE POLITY NOTES
Kenya,4040002,  Orange Democratic Movement (ODM)
Kenya,4040003,  Wiper Democratic Movement (WDM - K)
Kenya,4040004,  Forum for Restoration of Democracy (FORD - KENYA)
Kenya,4040005,  Kenya African National Union (KANU)
Kenya,4040006,  Party of Action (POA)
Kenya,4040010,  National Rainbow Coalition (NARC - K)
Kenya,4040011,  Kenya Social Congress (KSC)
Kenya,4040012,  Restore and Build Kenya (RBK)
Kenya,4040013,  Safina (SAFINA)
Kenya,4040014,  Alliance for Real Change (ARK)
Kenya,4040015,  FORD - Asili (FORD-ASILI)
Kenya,4040016,  Party of National Unity (PNU)
Kenya,4040017,  Kenya National Democratic Alliance (KENDA)
Kenya,4040018,  The National Vision Party (NVP)
Kenya,4040019,  Chama Cha Mwananchi (CCM)
Kenya,4040020,  Kenya National Congress (KNC)
Kenya,4040021,  Party of Independent Candidates of Kenya (PICK)
Kenya,4040022,  Agano Party (APK)
Kenya,4040023,  Social Democratic Party of Kenya (SDP)
Kenya,4040024,  National Rainbow Coalition (NARC)
Kenya,4040025,  Mzalendo Saba Saba Party (MSS)
Kenya,4040026,  Democratic Party of Kenya (DP)
Kenya,4040027,  United Democratic Movement (UDM)
Kenya,4040028,  Federal Party of Kenya (FPK)
Kenya,4040029,  National Agenda Party of Kenya (NAPK)
Kenya,4040030,  The Labor Party of Kenya (LPK)
Kenya,4040031,  Saba Saba Asili (SSA)
Kenya,4040032,  Peoples Party of Kenya (PPK)
Kenya,4040033,  Mwangaza Party (MP)
Kenya,4040100,  The National Alliance (TNA)
Kenya,4040101,  United Republican Party (URP)
Kenya,4040102,  United Democratic Front (Forum) (UDFP)
Kenya,4040103,  Alliance Party of Kenya (APK)
Kenya,4040104,  New Ford Kenya (NFK)
Kenya,4040105,  Republican Congress Party of Kenya (RC)
Kenya,4040106,  Chama Cha Uzalendo (CCU)
Kenya,4040107,  Forum for the Restoration of Democracy - People (FORD-P)
Kenya,4040108,  Coalition: AMANI (AMANI)  - SEE POLITY NOTES
Kenya,4040109,  Grand National Union (GNU)
Kenya,4040200,  Coalition: CORD (CORD) - SEE POLITY NOTES
Kenya,4040201,  Coalition: EAGLE (EAGLE) - SEE POLITY NOTES
Kenya,4040202,  Coalition: PAMBAZUKA (PAMBAZUKA) - SEE POLITY NOTES
Kyrgyzstan,4170001,  Ar Namys
Kyrgyzstan,4170002,  Social-Democrats Party
Kyrgyzstan,4170003,  Communist Party of Masaliev
Kyrgyzstan,4170004,  Socialist Party
Kyrgyzstan,4170005,  Alga Kyrgyzstan
Kyrgyzstan,4170006,  Asaba (Republic National Party)
Kyrgyzstan,4170007,  Free Kyrgyzstan
Kyrgyzstan,4170008,  New Kyrgyzstan
Kyrgyzstan,4170011,  Communist Party
Kyrgyzstan,4170012,  Communist Party of Kyrgyzstan
Kyrgyzstan,4170013,  KDK
Kyrgyzstan,4170014,  Moy Kyrgyzstan
Kyrgyzstan,4170015,  Molodej Kyrgyzstan
Kyrgyzstan,4170016,  Zastroyshik party
Kyrgyzstan,4170017,  Youth Party
Kyrgyzstan,4170018,  Adilet
Kyrgyzstan,4170019,  Jetigen - Yntymak
Kyrgyzstan,4170020,  Edinstvo I Trud
Kyrgyzstan,4170021,  Narodnoe Dvijenie Kyrgyzstan (NDK)
Kyrgyzstan,4170022,  Mekenim Kyrgyzstan
Kyrgyzstan,4170023,  Coalition for Democracy and Civil Society
Kyrgyzstan,4170024,  Avangard Sultanova
Kyrgyzstan,4170025,"""Manas"" youth organization"
Kyrgyzstan,4170026,  Aris
Kyrgyzstan,4170027,  Azattyk party
Kyrgyzstan,4170028,  Baitik Ata
Kyrgyzstan,4170029,  Builders' movement
Kyrgyzstan,4170030,  Democratic Movement of Kyrgyzstan
Kyrgyzstan,4170031,"  NGO ""Gender Development"""
Kyrgyzstan,4170032,"""Svododniy Kyrgyzstan"" party"
Kyrgyzstan,4170101,  Akbarali Aitikeev (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170102,  Kurmanbek Bakiev (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170103,  Bakir uulu Tursunbai (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170104,  Keneshbek Dushebaev (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170105,  Zhipar Zheksheev (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170106,  Toktaiim Umetalieva (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170107,  Eshimkanov Melis (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170108,  Askar Akaev (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170109,  Akunov Tursunbai (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170110,  Atambaev Almazbek (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170111,  Masaliev Apsamat (Independent) - SEE POLITY NOTES
Kyrgyzstan,4170112,  Tekebaev Omurbek (Independent) - SEE POLITY NOTES
