Country,partyID,partyNAME
Latvia,4280001,"  Harmony Centre (SC) / Social Democratic Party ""Harmony"" (S) - "
Latvia,4280002,  Unity (V)
Latvia,4280003,  National Union All for Latvia For Fatherland and Freedom (LNNK)
Latvia,4280004,  For a Good Latvia (PLL) - SEE POLITY NOTES
Latvia,4280005,  Union of Greens and Farmers (ZZS) - SEE POLITY NOTES
Latvia,4280006,  For Human Rights in United Latvia (PCTVL)
Latvia,4280007,  Reform Party (RP) - SEE POLITY NOTES
Latvia,4280011,  The Progressives
Latvia,4280012,  Who Owns the State? (KPV LV)
Latvia,4280013,  For Latvia from the Heart (NsL) / Awakening - SEE POLITY NOTES
Latvia,4280014,  Latvian Association of the Regions (LRa)
Latvia,4280015,  Made in Latvia
Latvia,4280016,  Union of Social Democratic Parties Responsibility (TBILDIBA)
Latvia,4280017,  For a Presidential republic
Latvia,4280018,  Last Party
Latvia,4280019,  People's Control
Latvia,4280020,  Party Daugava for Latvia
Latvia,4280021,  Christian Democratic Union (KDS)
Latvia,4280022,  People's Party (TP)
Latvia,4280023,  New Era (JL)
Latvia,4280024,  First Party of Latvia (LPP) - SEE POLITY NOTES
Latvia,4280025,  Society for Different Politics (SCP)
Latvia,4280026,  All for Latvia (PVL)
Latvia,4280027,  Party of Social Justice (STP)
Latvia,4280028,  Eurosceptics / Action Party - SEE POLITY NOTES
Latvia,4280029,  Latvia's Way (LC)
Latvia,4280030,  Terra Marianna
Latvia,4280031,  Fatherland Union (PTS)
Latvia,4280032,  Social Democratic Workers Party of Latvia (LSDSP)
Latvia,4280033,  Communist Party of Latvia (LKP)
Latvia,4280034,  Light of Latgale (LG)
Latvia,4280035,  National Harmony Party (TSP)
Latvia,4280036,  Latvia's First Party/Latvian Way (LPP/LC) - SEE POLITY NOTES
Latvia,4280037,"  Freedom  Free from fear, hate and anger"
Latvia,4280038,"  Union ""For Fatherland and Freedom""/LNNK (TB/LNNK)"
Latvia,4280039,  Latvian Russian Union (LKS) - SEE POLITY NOTES
Latvia,4280040,  United for Latvia (ViLa)
Latvia,4280041,  Latvian Development (LAAT)
Latvia,4280042,  New Conservative Party (JKP)
Latvia,4280043,  Growth
Latvia,4280044,  Sovereignty
Latvia,4280045,  National Power Unity (NSS)
Latvia,4280046,  Latvian Nationalists
Latvia,4280047,  For an Alternative 
Latvia,4280048,  Latvian Centrist Party
Latvia,4280100,  Development/For! (AP!) - SEE POLITY NOTES
Latvia,4280101,  The New Unity (JV) - SEE POLITY NOTES
Latvia,4280102,  SKG Alliance - SEE POLITY NOTES
Latvia,9999989,  Independent Candidate - SEE POLITY NOTES
Lithuania,4400001,  Homeland Union-Conservatives / Lithuanian Christian Democrats
Lithuania,4400002,  Christian Democratic Party 
Lithuania,4400003,  Social Democratic Party (LSDP)
Lithuania,4400004,  Liberal Union (LLiS)
Lithuania,4400005,  Democratic Labor Party (LDDP)
Lithuania,4400006,  Center Union (LCS)
Lithuania,4400007,"  Nationalist Party - ""Young Lithuania"" (JL)"
Lithuania,4400008,  Lithuanian Farmers and Greens Union (LVZS)
Lithuania,4400009,  Liberal Movement of the Republic of Lithuania (LRLS)
Lithuania,4400010,  Labor Party (DP)
Lithuania,4400011,  Peasants Party (LVP)
Lithuania,4400012,  Socialist Party
Lithuania,4400013,  (Lithuanian) Poles Election Action - Christian Families Alliance 
Lithuania,4400014,  Nationalists Union (LTS)
Lithuania,4400015,  New Democracy - Women's Party (LMP - NDP)
Lithuania,4400016,  Alliance of Ethnic Minorities (LTMA)
Lithuania,4400017,  Economy Party (LUP)
Lithuania,4400018,  Democratic Party (LDP)
Lithuania,4400019,  Political Refugees and Prisoners Union (LPKTS)
Lithuania,4400020,  Freedom League
Lithuania,4400021,  National Progress Party (Tpp)
Lithuania,4400022,  Freedom Party (LP)
Lithuania,4400023,  Lithuanian Social Democratic Labor Party (LSDDP)
Lithuania,4400024,  Center Party - Nationalists (CPT) - SEE POLITY NOTES
Lithuania,4400025,  Party Order and Justice (PTT)
Lithuania,4400026,  Lithuanian Green Party (LZP)
Lithuania,4400027,  National Alliance (NS)
Lithuania,4400028,"  Political Party ""List of Lithuania"" - SEE POLITY NOTES"
Lithuania,4400029,  Lithuanian People's Party (LLP)
Lithuania,4400030,"  Political Party ""The Way of Courage"" (DK)"
Lithuania,4400031,  Freedom and Justice (LT) - SEE POLITY NOTES
Lithuania,4400032,  Lithuanian Freedom Union (Liberals) (LLS) - SEE POLITY NOTES
Lithuania,4400033,  Liberal and Centre Union (LiCS) 
Lithuania,4400034,"  Political Party ""Yes"" (TAIP)"
Lithuania,4400035,"  Party ""Lithuania - For Everyone"" (PLV)"
Lithuania,4400036,  Christian Union (KS)
Lithuania,4400037,  The Union of Generations' Solidarity - Unity for Lithuania (KSSSL)
Lithuania,4400038,  Christian Party (KP)
Lithuania,4400039,"  National Union ""For Lithuania in Lithuania"""
Lithuania,4400040,  Democratic Labor and Unity Party
Lithuania,4400041,  Republican Party
Lithuania,4400042,"  Political Party ""Lithuanian Green Union"""
Lithuania,4400101,  A Paulauskas (Independent) 
Lithuania,4400102,  V  Adamkus (Independent)
Lithuania,4400103,  R Pavilionis (Independent)
Lithuania,4400200,  Anti-Corruption Coalition (LCP-LPP) - SEE POLITY NOTES
Lithuania,4400201,  Coalition of Anti-Corruption and Poverty
Mexico,4840001,  Institutional Revolutionary Party (PRI)
Mexico,4840002,  National Action Party (PAN)
Mexico,4840003,  Democratic Revolution Party (PRD)
Mexico,4840004,  Labor Party (PT)
Mexico,4840005,  Ecological Green Party of Mexico (PVEM)
Mexico,4840006,  New Alliance Party (PANAL or: PNA)
Mexico,4840007,  Citizen's Movement (MC) - SEE POLITY NOTES
Mexico,4840008,  Social Democratic Party (PSD) - SEE POLITY NOTES
Mexico,4840010,  National Regeneration Movement (MORENA)
Mexico,4840011,  Possible Mexico
Mexico,4840012,  Social Encounter Party (PES)
Mexico,4840013,  Authentic Party of the Mexican Revolution (PARM)
Mexico,4840014,  Social Alliance Party (PAS)
Mexico,4840015,  Democratic Center Party (PCD)
Mexico,4840016,  Cardenista Party (PFCRN)
Mexico,4840017,  Citizen's Force (FC)
Mexico,4840022,  Alliance for Change - SEE POLITY NOTES
Mexico,4840023,  Alliance for Mexico - SEE POLITY NOTES
Mexico,4840024,  Mexican Democratic Party (PDM)
Mexico,4840025,  Humanist Party (PH)
Mexico,4840026,  Mexican Liberal Party (PLM)
Mexico,4840027,  Popular Socialist Party (PPS)
Mexico,4840028,  Coalition for the Good of All (PRD - PT - Convergence) - SEE
Mexico,4840029,  Institutional Revolutionary Party - Ecological Green Party 
Mexico,4840030,  Nationalist Society Party (PSN)
Mexico,4840031,  Social Democracy
Mexico,4840032,  Possible Mexico
Mexico,4840100,  Jaime Heliodoro Rodriguez Calderon (Independent)
Montenegro,4990001,  Democratic Party of Socialists (DPS)
Montenegro,4990002,  New Serb Democracy (NSD)
Montenegro,4990003,  Socialist People's Party (SNP)
Montenegro,4990004,  Social Democratic Party (SDP)
Montenegro,4990006,  Positive Montenegro (PCG)
Montenegro,4990007,  Croatian Civic Initiative (HGI)
Montenegro,4990008,  Movement for Changes (PZP)
Montenegro,4990009,  Bosniak Party (BS)
Montenegro,4990010,  Social Democrats of Montenegro (SD)
Montenegro,4990011,"  Coalition ""For a European Montenegro"" - SEE POLITY NOTES"
Montenegro,4990012,  Democratic Front (DF) - SEE POLITY NOTES
Montenegro,4990013,  Democratic Montenegro (DCG)
Montenegro,4990014,  Democratic Union of Albanians (UDSH-DUA)
Montenegro,4990015,  Democratic Alliance (DEMOS)
Montenegro,4990021,  Coalition LP and DC (LP and DC)
Montenegro,4990022,  Yugoslav Communist Party (JKP)
Montenegro,4990023,  Democratic Party (DP)
Montenegro,4990024,  Montenegrin Communists
Montenegro,4990025,  Serbian People's Party (SNS)
Montenegro,4990026,  United Reform Action (GP URA)
Montenegro,4990027,  Serbian List (SL)
Montenegro,4990030,  Workers Party (RP)
Montenegro,4990031,  Youth Alliance of Albanians
Montenegro,4990032,  Albanian Coalition (AK) - SEE POLITY NOTES
Montenegro,4990033,  Albanian List (DSCG / AA) - SEE POLITY NOTES
Montenegro,4990034,  Albanian Coalition - Perspective (AKP)
Montenegro,4990035,  People's Coalition (NK) - SEE POLITY NOTES
Montenegro,4990036,  Party of Pensioners and Disabled
Montenegro,4990037,  Serbian Unity (SS)
Montenegro,4990038,  Forca New Democratic Power (Forca)
Montenegro,4990039,  Force for Unity (FZJ - FPB)
Montenegro,4990040,  Bosniaks and Muslims - Together
Montenegro,4990041,  Liberal Party (LP)
Montenegro,4990043,  Albanian Alternative (AA)
Montenegro,4990044,  Democratic Alliance in Montenegro (DS)
Montenegro,4990045,  Democratic Alliance of Albanians
Montenegro,4990046,  Serb Party (SS)
Montenegro,4990047,  Bosniak Democratic Union in Montenegro (BDZ)
Montenegro,4990048,  Alternative Montenegro (ACG)
Montenegro,4990049,  Party of Serb Radicals (SSR)
Montenegro,4990100,"  Key Coalition (DEMOS, SNP, URA) - SEE POLITY NOTES"
Montenegro,4990101,  Albanians Decisively (FORCA-DUA-AA) - SEE POLITY NOTES
Montenegro,4990102,"  Albanian Coalition ""With one Goal"" - - SEE POLITY NOTES"
Netherlands,5280001,  Christian Democratic Appeal (CDA)
Netherlands,5280002,  Labor Party (PvdA)
Netherlands,5280003,  People's Party for Freedom and Democracy (VVD)
Netherlands,5280004,  Democrats 66 (D66)
Netherlands,5280005,  Green Left (GL) - SEE POLITY NOTES
Netherlands,5280006,  Socialist Party (SP)
Netherlands,5280007,  Reformed Political Party (SGP)
Netherlands,5280008,  Christian Union (CU) - SEE POLITY NOTES
Netherlands,5280009,  Party for Freedom (PVV)
Netherlands,5280010,  Party for the Netherlands (PVN)
Netherlands,5280011,  Proud of the Netherlands (TON)
Netherlands,5280012,  One NL (EenNL)
Netherlands,5280013,  Party for the Animals (PvdD)
Netherlands,5280014,  List Pim Fortuyn (LPF)
Netherlands,5280015,  Local List 
Netherlands,5280016,  Livable Netherlands (LN)
Netherlands,5280017,  United Seniors Party (VSP) - SEE POLITY NOTES
Netherlands,5280019,  Anti-Revolutionary Party (ARP)
Netherlands,5280020,  Farmer Party (Bp)
Netherlands,5280021,  Centre Democrats (CD)
Netherlands,5280022,  Centre Party (CP)
Netherlands,5280023,  Communist Party of the Netherlands (CPN)
Netherlands,5280024,  Democratic Socialists 70 (DS70)
Netherlands,5280025,  Evangelical People's Party (EVP)
Netherlands,5280026,  Reformed Political Alliance (GPV)
Netherlands,5280027,  The Greens (Groen)
Netherlands,5280028,  Catholic Peoples Party (KVP) 
Netherlands,5280029,  New Communist Party of the Netherlands (NCPN)
Netherlands,5280030,  Natural Law Party (NLP)
Netherlands,5280031,  New Middle Party (NMP)
Netherlands,5280032,  Radical Political Party (PPR)
Netherlands,5280033,  Pacifist Socialist Party (PSB)
Netherlands,5280034,  Party for the Future (PvdT)
Netherlands,5280035,  Reformatory Political Federation (RPF)
Netherlands,5280036,  Republican People's Party (RVP)
Netherlands,5280037,  Social Democratic Workers' Party (SDAP)
Netherlands,5280038,  Free Indian Party (VIP)
Netherlands,5280039,  Free Indian Party - The Elder Union (VIP - Ouderenunie) - SEE 
Netherlands,5280040,  Union 55+
Netherlands,5280041,  Seniors 2000
Netherlands,5280042,  Mobile Netherlands
Netherlands,5280043,  New Social Elder's Party
Netherlands,5280044,  You and the Idealists
Netherlands,5280045,  The Electoral Collective
Netherlands,5280046,  Sustainable Netherlands
Netherlands,5280047,  Female Interaction
Netherlands,5280048,  50Plus (50+)
Netherlands,5280049,  Political Movement Think (DENK)
Netherlands,5280050,  Forum for Democracy (FvD)
Netherlands,5280051,  For Netherlands (VNL)
Netherlands,5280052,  Pirate Party (PPNL)
Netherlands,5280053,  Together (BIJ1) - SEE POLITY NOTES
Netherlands,5280054,  New Ways
Netherlands,5280055,  Entrepreneurs Party
Netherlands,5280056,  Volt Netherlands (Volt)
Netherlands,5280057,  Correct Answer 2021 (JA21)
Netherlands,5280058,  Farmer-Citizen Movement (BBB)
Netherlands,5280059,  Code Orange (CO)
Netherlands,5280060,  NIDA
Netherlands,5280061,  Splinter
Netherlands,5280062,  Young (JONG)
Netherlands,5280063,  Henk Krol List (LHK)
Netherlands,5280064,  Netherlands Better
Netherlands,5280065,  List 30
Netherlands,5280066,  Libertarian Party (LP)
Netherlands,5280067,  OpRecht
Netherlands,5280068,  Free and Social Netherlands (VSN)
New Zealand,5540001,  National Party (NP)
New Zealand,5540002,  Labor Party (Lab)
New Zealand,5540003,  New Zealand First (NZF)
New Zealand,5540004,  Act New Zealand (ACT)
New Zealand,5540005,  Green Party (GP)
New Zealand,5540006,  United Future New Zealand (UFNZ) - SEE POLITY NOTES
New Zealand,5540007,  Conservative Party (CP)/New Conservative (NC) - SEE POLITY NOTES
New Zealand,5540008,  Maori Party (MP)
New Zealand,5540009,  Alliance (ALL)
New Zealand,5540010,  Internet MANA (IP - MANA) - SEE POLITY NOTES
New Zealand,5540011,  MANA Movement (MANA)
New Zealand,5540012,  Jim Anderton's Progressive Party (PP) - SEE POLITY NOTES
New Zealand,5540013,  Future New Zealand (FNZ)
New Zealand,5540014,  Christian Heritage Party of New Zealand (CHP)
New Zealand,5540015,  United New Zealand (UNZ)
New Zealand,5540016,  NZ Conservative
New Zealand,5540017,  One New Zealand Party - SEE ELECTION STUDY NOTES
New Zealand,5540018,  New Zealand Pacific Party - SEE ELECTION STUDY NOTES
New Zealand,5540019,  Libertarian
New Zealand,5540020,  Liberal
New Zealand,5540021,  Progressive Green
New Zealand,5540022,  Workers' Party
New Zealand,5540023,  Mana Maori
New Zealand,5540024,  Mana Motuhake
New Zealand,5540025,  Libertarian
New Zealand,5540026,  Kiwi Party - SEE POLITY NOTES
New Zealand,5540027,  Blokes' Libertarian
New Zealand,5540028,  Democrat
New Zealand,5540029,  Family Party
New Zealand,5540030,  Green Society
New Zealand,5540031,  Progressive Party (PP)
New Zealand,5540032,  Residents' Action Movement (RAM)
New Zealand,5540033,  Republic of NZ (RONZP)
New Zealand,5540034,  McGillicuddy Serious (McGSP)
New Zealand,5540035,  Democrats for Social Credit (NZDSC)
New Zealand,5540036,  Outdoor Recreation New Zealand (OR)
New Zealand,5540037,  Christian Coalition
New Zealand,5540038,  Aotearoa Legalise Cannabis (ALCP)
New Zealand,5540039,  Bill and Ben Party (B&B)
New Zealand,5540040,  The Opportunities Party (TOP)
New Zealand,5540041,  New Zealand People's Party
New Zealand,5540042,  Ban 1080 Party
New Zealand,5540043,  Climate First Party
New Zealand,5540044,  Forest and Bird Party
New Zealand,5540045,  New Zealand Outdoors Party
Norway,5780001,  Labor Party (Ap) - SEE POLITY NOTES
Norway,5780002,  Conservative Party (H)
Norway,5780003,  Progress Party (FrP)
Norway,5780004,  Socialist Left Party (SV)
Norway,5780005,  The Greens (MDG)
Norway,5780006,  Center Party (Sp)
Norway,5780007,  Christian People's Party (KrF) - SEE POLITY NOTES
Norway,5780008,  Liberal Party (V)
Norway,5780009,  Red Party (R) - SEE POLITY NOTES
Norway,5780010,  Red Electoral Alliance (RV)
Peru,6040001,  Popular Force (FP) - SEE POLITY NOTES
Peru,6040002,  Peruvians for Change (PPK)
Peru,6040003,"  Broad Front for Justice, Life and Liberty (Frente Amplio)"
Peru,6040004,  Alliance for Progress (APP) - SEE ELECTION STUDY NOTES
Peru,6040005,  Popular Alliance - SEE POLITY NOTES
Peru,6040006,  Popular Action (AP)
Peru,6040007,  Direct Democracy
Peru,6040008,  Possible Peru - SEE POLITY NOTES
Peru,6040009,  Hope Front
Peru,6040010,  Free Peru (PL)
Peru,6040011,  Popular Renewal (RP) - SEE POLITY NOTES
Peru,6040012,  Go on Country - Social Integration Party (AvP)
Peru,6040013,  Together for Peru (JP)
Peru,6040014,  National Restoration (RN)
Peru,6040015,  National Solidarity Alliance - SEE POLITY NOTES
Peru,6040016,  We Are Peru (PDSP)
Peru,6040017,  Possible Peru (PP)
Peru,6040018,  Peruvian Nationalist Party (PNP) - SEE POLITY NOTES
Peru,6040019,  Union for Peru (UPP)
Peru,6040020,  Christian People's Party (PPC)
Peru,6040021,  New Majority (Peru 2000 Block) (NM)
Peru,6040022,  Change 90 (Peru 2000 Block)
Peru,6040023,  Moralizing Independent Front (FIM)
Peru,6040024,  Agrarian People's Front of Peru (FREPAP)
Peru,6040025,  Center Front (FDC)
Peru,6040026,  Peruvian Aprista Party (PAP) - SEE POLITY NOTES
Peru,6040027,  Andean Renaissance / National United Renaissance (RUNA) -
Peru,6040028,  Let's Go Neighbor (VV)
Peru,6040029,  All for Victory
Peru,6040030,  People's Solution
Peru,6040031,  Forwards
Peru,6040032,  National Independent Front Peru 2000
Peru,6040033,  Project Country
Peru,6040034,  National Solidarity Party (PSN)
Peru,6040035,  National Victory (VN)
Peru,6040036,  We Can Peru (PP)
Peru,6040037,  Purple Party (PM)
Peru,6040038,  Peru Secure Homeland (PPS)
Peru,6040039,  With you (C)
Peru,6040040,  Order
Peru,6040050,  Peru Wins (UPP) - SEE POLITY NOTES
Peru,6040051,  Alliance for the Great Change (APGC) - SEE POLITY NOTES
Peru,6040052,  National Unity (UN) - SEE POLITY NOTES
Peru,6040053,  Alliance for the Future (AF) - SEE POLITY NOTES
Peru,6040054,  Peru 2000 - SEE POLITY NOTES
Philippines,6080001,  Liberal Party (LP)
Philippines,6080002,  Nationalist People's Coalition (NPC)
Philippines,6080003,  National Unity Party (NUP)
Philippines,6080004,  Nationalist Party (NP)
Philippines,6080005,  United Nationalist Alliance (UNA)
Philippines,6080006,  Philippine Democratic Party (PDP-LABAN)
Philippines,6080007,  Lakas - Christian-Muslim Democrats (LAKAS-CMD)
Philippines,6080008,  Democratic Action (Aksyon)
Philippines,6080009,  People's Reform Party (PRP)
Philippines,6080016,  Asenso Manileno Movement (AM)
Philippines,6080017,  New Society Movement (KBL)
Philippines,6080018,  Force of the Philippine Masses (PMP) - SEE POLITY NOTES
Philippines,6080019,  Voice of the Masses Party (PTM)
Philippines,6080020,  Abono Party List (Abono)
Philippines,6080021,"  Arts, Business and Science Professionals (Abs)"
Philippines,6080022,"  Anti-Crime and Terrorism Community Involvement and Support, Inc"
Philippines,6080023,  Alliance for Concerned Teachers (ACT-Teachers)
Philippines,6080024,  Acts Overseas Philippine Workers Coalition of Organizations
Philippines,6080025,  Association for Development Dedicated to Agriculture and Fishery
Philippines,6080026,  Agricultural Sector Alliance of the Philippines (AGAP)
Philippines,6080027,"  Agbiag! Timpuyog Ilocano, Inc"
Philippines,6080028,  Alliance of Groups Supporting Science and Technology for the 
Philippines,6080029,  Agri-Agra na Reforma para sa Magsasaka ng Pilipinas Movement 
Philippines,6080030,  Akbayan Citizens' Action Party (Akbayan)
Philippines,6080031,"  Akbay Kalusugan, Inc"
Philippines,6080032,  Ako Bicol (AKB)
Philippines,6080033,"  Alay Buhay Community Development Foundation, Inc"
Philippines,6080034,  One Patriotic Coalition of Marginalized Nationals (1-Pacman)
Philippines,6080035,  An Waray
Philippines,6080036,  Anak Bayan
Philippines,6080037,"  Ang National Coalition of Indigenous Peoples Action Na!, Inc"
Philippines,6080038,  Anakpawis (Anakpawis)
Philippines,6080039,  Una Ang Edukasyon (1-Ang Edukasyon)
Philippines,6080040,  Ang Kabuhayan
Philippines,6080041,"  Angkla: Ang Partido ng Pilipinong Marino, Inc"
Philippines,6080042,  Asia-Pacific Economic Cooperation (Apec)
Philippines,6080043,"  Append, Inc"
Philippines,6080044,  Ating Guro
Philippines,6080045,  Bagong Henerasyon (Bh)
Philippines,6080046,  Bayan Muna
Philippines,6080047,  Abakada-Gur (Abakada)
Philippines,6080048,  Butil Farmers Party (Butil)
Philippines,6080049,"  Cancer Alleviation Network on Care, Education and Rehabilitation, "
Philippines,6080050,  Citizen's Battle Against Corruption (CIBAC)
Philippines,6080051,  Central Luzon Alliance for Socialized Education (Clase)
Philippines,6080052,  Cooperative NATCCO Party (COOP-NATCCO)
Philippines,6080053,"  Democratic Independent Workers Association, Inc"
Philippines,6080054,  Gabriela Women's Party (GABRIELA)
Philippines,6080055,"  Global Workers and Family Federation, Inc"
Philippines,6080056,  Kabataan
Philippines,6080057,  Kusug Tausug
Philippines,6080058,  Power-Team
Philippines,6080059,  Reform the Armed Forces Movement (RAM)
Philippines,6080060,  Sandigan ng mga Manggagawa sa Konstruksyon (Samako)
Philippines,6080061,  Coalition of Associations of Senior Citizens of the Philippines Seniors
Philippines,6080062,  Talino at Galing ng Pinoy (TGP)
Philippines,6080063,  Trade Union Congress Party (TUCP)
Philippines,6080064,"  Manila Teachers Savings and Loan Association, Inc"
Philippines,6080065,"  Marino Samahan ng mga Seaman, Inc"
Philippines,6080066,  Movement of Women for Change and Reform (Melchora)
Philippines,6080067,  National Confederation of Tricycle Operators and Drivers 
Philippines,6080068,  Ang Mata'y Alagaan (Mata)
Philippines,6080069,  Pwersa ng Bayaning Atleta (Pba)
Philippines,6080070,  Struggle for Democratic Philipinos (LDP)
Philippines,6080071,  Kabayan Party List (Kabayan)
Philippines,6080072,  Bando Osmena Pundok Kauswagan (BOPK) - SEE POLITY NOTES
Philippines,6080073,"  Kasangga sa Kaunlaran, Inc"
Philippines,6080074,"  Ang Nars, Inc"
Philippines,6080075,"  Alliance of Philippine Fishing Federations, Inc"
Philippines,6080076,  Anak Mindanao (AMIN)
Philippines,6080077,"  Association of Marine officers and rating, Inc"
Philippines,6080078,  Abante Retirees Party-List Organization (Abante Retirees)
Philippines,6080079,  Alliance of Believers Bridge in Attaining Accurate and Meaningful 
Philippines,6080080,"  Abang Lingkod, Inc"
Philippines,6080081,"  1st Consumers Alliance for Rural Energy, Inc"
Philippines,6080082,  One Cebu (1-Cebu)
Philippines,6080083,"  Ang Asosasyon Sang Mangunguma Nga Bisaya Owa Mangunguma, Inc"
Philippines,6080084,  Democratic Action (AD)
Philippines,6080085,  Ahon Pinoy (Ahon)
Philippines,6080086,  Aksyon Magsasaka Partido Tinig ng Masa (AKMA-PTM)
Philippines,6080087,  Alliance for the Common Good (AKP) - SEE POLITY NOTES
Philippines,6080088,  Alayon - Nationalist Party (ALAYON - NP)
Philippines,6080089,  Alayon - National People's Coalition (ALAYON - NPC)
Philippines,6080090,  Ang Laban ng Indiginong Philippine (ALIF)
Philippines,6080091,  Ang Laban ng Indiginong Philippine (ALIF)
Philippines,6080092,  Apdr-Acc
Philippines,6080093,  Alliance Party For Progress (APP)
Philippines,6080094,  Arangkada San Joseno (ASJ)
Philippines,6080095,"  Academicians, Students and Educators Alliance, Inc"
Philippines,6080096,  Philippine Coconut Producers Federation (Cocofed)
Philippines,6080097,  Confederation of Non-Stocks Savings and Loan Associations Inc
Philippines,6080098,  Communist Party of the Philippines - New People's Army (CPP - NPA)
Philippines,6080099,  United Opposition (KNP) - SEE POLITY NOTES
Philippines,6080106,  May First Labor Movement (KMU)
Philippines,6080107,  Coalition of United Philippines (KNP)
Philippines,6080108,  Struggle of the Patriotic Philippine Masses (LAMMP) - SEE POLITY
Philippines,6080109,  Citizens Against Drugs (MAD)
Philippines,6080110,  Magdalo Para sa Pilipino (Magdalo)
Philippines,6080111,  Partido ng Bayan ng Bida (PBB)
Philippines,6080112,  Philippine Democratic Socialist Party (PDSP)
Philippines,6080113,"  PISTON Land Transportation Coalition, Inc"
Philippines,6080114,  Labor Party (PM)
Philippines,6080115,  Party of the Laboring Masses (PLM) - SEE ELECTION STUDY NOTES
Philippines,6080116,  Progressive Movement for the Devolution of Initiatives (PROMDI)
Philippines,6080117,  New Nation- Volunteers for a New Philippines (VNP)
Philippines,6080118,  United Nationalist Democratic Organization (UNIDO)
Philippines,6080119,  Tingog Sinirangan
Philippines,6080120,  Party of the People of the City
Philippines,6080121,  Ladlad - SEE POLITY NOTES
Philippines,6080122,  Aangat Tayo
Philippines,6080123,"  Sisters of Gabriela, Awaken (SiGAw)"
Philippines,6080124,  Sanlakas (SANLAKAS)
Philippines,6080125,  Veterans Federation of the Philippines (VFP)
Philippines,6080126,  You Against Corruption and Poverty (Yacap)
Philippines,6080127,  Party for Democratic Reforms - Workers' and Farmers' Party
Philippines,6080128,  Partido Bagong Maharlika (PBM)
Philippines,6080129,  Philippine Democratic Party (PDP) - SEE POLITY NOTES
Philippines,6080130,  Isang Lapian ng Mangingisda at Bayan Tungo sa Kaunlaran (1-LAMBAT)
Philippines,6080132,  1-United Transport Koalisyon (1-UTAK)
Philippines,6080133,"  Advocacy for Teacher Empowerment Through Action, Cooperation and Harmony"
Philippines,6080134,"  Abante Mindanao, Inc"
Philippines,6080135,  Alliance Barangay Concern (ABC)
Philippines,6080136,"  Adhikain at Kilusan ng Ordinaryong Tao Para sa Lupa, Pabahay, "
Philippines,6080137,  Amana-Action of the United People (AMANA)
Philippines,6080138,"  Advocacy For Teacher Empowerment Through Action, Cooperation And "
Philippines,6080139,  Assalam Party (ASSALAM)
Philippines,6080140,  Adhikaing Tinataguyod ng Kooperatiba (Ating Koop)
Philippines,6080141,  New Generation (BH) - SEE ELECTION STUDY NOTES
Philippines,6080142,  Bigkis Pinoy Movement (Bigkis)
Philippines,6080143,  Rise Up Philippines (BP)
Philippines,6080144,  Let Life Prosper (Buhay)
Philippines,6080146,  Advocacy for Social Empowerment and Nation Building through Easing
Philippines,6080147,  Partner of the Free Philippines (KAMPI)
Philippines,6080148,  Indigenous People's Sectoral Party (KATRIBU)
Philippines,6080149,  Lakas - CM - LP - NPC - KAMPI -
Philippines,6080150,  Kabalikat ng Bayan sa Kaunlaran (Kabaka)
Philippines,6080151,  Kabataan Party List (KABATAAN)
Philippines,6080152,  Abe
Philippines,6080153,  Acosta Movement
Philippines,6080154,  Administration Party
Philippines,6080155,  Akbayan Citizens' Action Party
Philippines,6080156,  Alayon - Pablo Garcia Party
Philippines,6080157,  Allan Cayetano's party - SEE POLITY NOTES
Philippines,6080158,  Alliance of Philippine Parties
Philippines,6080159,  Alvin Almirante Group
Philippines,6080160,  Amang
Philippines,6080161,  ANAD
Philippines,6080162,  Apec - Association Of Power Electric Cooperatives
Philippines,6080163,  At Pichay Line
Philippines,6080164,  Balahi
Philippines,6080165,  Bumangon
Philippines,6080166,  BUNYE
Philippines,6080167,  Candidates with no information about party affiliation
Philippines,6080168,  Christian-Muslim Democrat
Philippines,6080169,  Firm 24k
Philippines,6080170,  Grupo Pongreso
Philippines,6080172,  Jamby A S Madrigal
Philippines,6080173,  Jesus N P Perlas
Philippines,6080174,  Kay Digs Dilangalen
Philippines,6080175,  Lamp
Philippines,6080176,  Nation First
Philippines,6080177,  Pang-Masa
Philippines,6080178,  Legarda's Party
Philippines,6080180,  Marco's Party
Philippines,6080181,  Mayor of Meycauayan
Philippines,6080182,  Migrante Int'l
Philippines,6080183,  NATU
Philippines,6080184,  Partido ng Masa Sa Jiabong
Philippines,6080185,  Party of Bulacan's mayor
Philippines,6080186,  Party of Juan Ponce Enrile
Philippines,6080187,  Party of Raul Gonzales
Philippines,6080188,  Party of Recom Liping Caloocan
Philippines,6080189,  Ramo's Party
Philippines,6080190,  UGYON - SEE POLITY NOTES
Philippines,6080191,  Yung Kay Angara
Philippines,6080192,  Yung Kay Erap At Kay Fpj (Pareho Lang Yun)
Philippines,6080193,  Zubiri's party
Philippines,6080194,  PMDI-PPCV
Philippines,6080195,  Kilusan para sa Pambansang Pagpapanibago (KPP)
Philippines,6080200,  Abansi Pinay
Philippines,6080201,  Alu
Philippines,6080202,  ANAD
Philippines,6080203,  Bayan
Philippines,6080204,  Alab Katipunan
Philippines,6080205,  Caring Love (LL)
Philippines,6080900,  Voted but did not vote for a lower house candidate
Philippines,6080901,  Voted but did not vote for a Presidential candidate
Philippines,6089995,  Others
Poland,6160001,  Civic Platform (PO)
Poland,6160002,  Law and Justice (PiS)
