id,country,year,Party,party,num_id,lhvote,lhseat,voterlr,pre_gov,post_gov,pmalt,prepmalt,partycountry,maj,pres,plu,majsurvey,nparty,wmedlrcvr,difmedlrcvr,remove_s,nelec,missing
CHE_2007,CHE,2007,SP,B,7560002,19.5,21.5,2.855249015,1,1,0,0,CHE SP,0,0,0,0,8,0,2.877501323,0,4,0
CHE_2007,CHE,2007,FDP,C,7560024,15.8,15.5,6.114988979,1,1,0,0,CHE FDP,0,0,0,0,8,0.5,0.382238641,0,4,0
CHE_2007,CHE,2007,CVP,D,7560003,14.5,15.5,5.350511696,1,1,0,0,CHE CVP,0,0,0,0,8,0.5,0.382238641,0,4,0
CHE_2007,CHE,2007,Green,E,7560005,9.6,10,3.024074739,0,0,0,0,CHE Green,0,0,0,0,8,0,2.708675598,0,4,0
CHE_2007,CHE,2007,EVP,F,7560006,2.4,1,4.797281993,0,0,0,0,CHE EVP,0,0,0,0,8,0,0.935468344,0,4,0
CHE_2007,CHE,2007,LP,G,7560014,1.9,2,6.704318937,0,0,0,0,CHE LP,0,0,0,0,8,0,0.9715686,0,4,0
CHE_2007,CHE,2007,SOL,H,7560008,0.6,0.5,6.220779221,0,0,0,0,CHE SOL,0,0,0,0,8,0,0.488028883,0,4,0
CHE_2011,CHE,2011,SVP,A,7560001,26.6,27,8.320572981,1,1,0,0,CHE SVP,0,0,1,0,7,0,2.940842222,0,4,0
CHE_2011,CHE,2011,SP,B,7560002,18.7,23,2.760685885,1,1,0,0,CHE SP,0,0,0,0,7,0,2.619044875,0,4,0
CHE_2011,CHE,2011,FDP,C,7560004,15.1,15,6.301647655,1,1,0,0,CHE FDP,0,0,0,0,7,0,0.921916896,0,4,0
CHE_2011,CHE,2011,CVP,D,7560003,12.3,14,5.379730759,1,1,0,0,CHE CVP,0,0,0,0,7,1,0,0,4,0
CHE_2011,CHE,2011,Green,E,7560005,8.4,7.5,3.255239521,0,0,0,0,CHE Green,0,0,0,0,7,0,2.124491239,0,4,0
CHE_2011,CHE,2011,GLP,F,7560006,5.4,6,4.702744293,0,0,0,0,CHE GLP,0,0,0,0,7,0,0.676986466,0,4,0
CHE_2011,CHE,2011,BDP,G,7560008,5.4,4.5,6.103699703,1,1,0,0,CHE BDP,0,0,0,0,7,0,0.723968943,0,4,0
CHL_1999,CHL,1999,PD,A,1520005,NA,NA,NA,NA,NA,NA,NA,CHL PD,NA,1,NA,0,3,NA,NA,0,4,1
CHL_1999,CHL,1999,UDI,B,1520002,NA,NA,NA,NA,NA,NA,NA,CHL UDI,NA,1,NA,0,3,NA,NA,0,4,1
CHL_1999,CHL,1999,PC,C,1520006,NA,NA,NA,NA,NA,NA,NA,CHL PC,NA,1,NA,0,3,NA,NA,0,4,1
CHL_2005,CHL,2005,UDI,A,1520002,22.36,27.5,9.034894399,0,0,NA,NA,CHL UDI,0,1,1,0,6,0,2.301739366,0,4,0
CHL_2005,CHL,2005,PDC,B,1520001,20.76,16.67,5.160037003,1,1,NA,NA,CHL PDC,0,1,0,0,6,0.5,1.57311803,0,4,0
CHL_2005,CHL,2005,PD,C,1520005,15.42,17.5,3.939309057,1,1,NA,NA,CHL PD,0,1,0,0,6,0,2.793845976,0,4,0
CHL_2005,CHL,2005,RN,D,1520003,14.12,15.83,8.306273063,0,0,NA,NA,CHL RN,0,1,0,0,6,0.5,1.57311803,0,4,0
CHL_2005,CHL,2005,PS,E,1520004,10.05,12.5,2.8555452,1,1,NA,NA,CHL PS,0,1,0,0,6,0,3.877609832,0,4,0
CHL_2005,CHL,2005,PC,F,1520006,5.14,0,1.141643059,0,0,NA,NA,CHL PC,0,1,0,0,6,0,5.591511973,0,4,0
CHL_2009,CHL,2009,UDI,A,1520002,25.59,33.33,9.301633045,NA,NA,NA,NA,CHL UDI,0,1,1,0,6,0,2.36445478,0,4,1
CHL_2009,CHL,2009,RN,B,1520003,18.51,15,8.8,NA,NA,NA,NA,CHL RN,0,1,0,0,6,0.5,1.862821735,0,4,1
CHL_2009,CHL,2009,PDC,C,1520001,14.92,15.83,5.07435653,NA,NA,NA,NA,CHL PDC,0,1,0,0,6,0.5,1.862821735,0,4,1
CHL_2009,CHL,2009,PD,D,1520005,12.99,15.83,4.118446602,NA,NA,NA,NA,CHL PD,0,1,0,0,6,0,2.818731663,0,4,1
CHL_2009,CHL,2009,PS,E,1520004,9.9,9.17,2.967619048,NA,NA,NA,NA,CHL PS,0,1,0,0,6,0,3.969559217,0,4,1
CHL_2009,CHL,2009,PC,G,1520006,2.77,2.5,1.400188324,NA,NA,NA,NA,CHL PC,0,1,0,0,6,0,5.536989941,0,4,1
CHL_2017,CHL,2017,RN,A,152001,17.81,23.23,8.022649279,0,1,NA,NA,CHL RN,0,1,1,0,9,0.333333333,1.527657485,0,4,0
CHL_2017,CHL,2017,UDI,B,152002,15.98,19.35,8.27027027,0,1,NA,NA,CHL UDI,0,1,0,0,9,0,1.775278476,0,4,0
CHL_2017,CHL,2017,PDC,C,152003,10.28,9.03,4.506547209,1,0,NA,NA,CHL PDC,0,1,0,0,9,0.333333333,1.988444585,0,4,0
CHL_2017,CHL,2017,PS,D,152004,9.76,12.26,2.586538462,1,0,NA,NA,CHL PS,0,1,0,0,9,0,3.908453333,0,4,0
CHL_2017,CHL,2017,PD,E,152005,6.1,5.16,3.657987333,1,0,NA,NA,CHL PD,0,1,0,0,9,0,2.837004461,0,4,0
CHL_2017,CHL,2017,RD,F,152006,5.72,6.45,2.938350681,0,0,NA,NA,CHL RD,0,1,0,0,9,0,3.556641114,0,4,0
CHL_2017,CHL,2017,PC,G,152007,4.59,5.16,1.510480054,1,0,NA,NA,CHL PC,0,1,0,0,9,0,4.98451174,0,4,0
CHL_2017,CHL,2017,Evopoli,H,152008,4.26,3.87,6.955778894,0,1,NA,NA,CHL Evopoli,0,1,0,0,9,0.333333333,0.4607871,0,4,0
CHL_2017,CHL,2017,PRSD,I,152009,3.61,5.16,2.801836266,1,0,NA,NA,CHL PRSD,0,1,0,0,9,0,3.693155528,0,4,0
CZE_1996,CZE,1996,ODS,A,2030002,29.6,34,8.934276206,1,0,1,1,CZE ODS,0,0,1,0,6,0,3.000241789,0,5,0
CZE_1996,CZE,1996,CSSD,B,2030001,26.4,30.5,3.382978723,0,1,0,0,CZE CSSD,0,0,0,0,6,0,2.551055693,0,5,0
CZE_1996,CZE,1996,KSCM,C,2030004,10.3,11,0.596491228,0,0,0,0,CZE KSCM,0,0,0,0,6,0,5.337543189,0,5,0
CZE_1996,CZE,1996,KDU,D,2030003,8.1,9,6.196229649,1,0,0,0,CZE KDU,0,0,0,0,6,0,0.262195232,0,5,0
CZE_1996,CZE,1996,SPR,E,2030018,8.1,9,5.934034417,0,0,0,0,CZE SPR,0,0,0,0,6,1,0,0,5,0
CZE_1996,CZE,1996,ODA,F,2030011,6.4,6.5,7.381478335,1,0,0,0,CZE ODA,0,0,0,0,6,0,1.447443918,0,5,0
CZE_2002,CZE,2002,CSSD,A,2030001,30.2,35,2.695553022,1,1,1,1,CZE CSSD,0,0,1,0,5,1,0,0,5,0
CZE_2002,CZE,2002,ODS,B,2030002,24.47,29,8.243428571,0,0,0,0,CZE ODS,0,0,0,0,5,0,5.54787555,0,5,0
CZE_2002,CZE,2002,KSCM,C,2030004,18.51,20.5,0.766439909,0,0,0,0,CZE KSCM,0,0,0,0,5,0,1.929113112,0,5,0
CZE_2002,CZE,2002,KDU,D,2030003,14.27,15.5,5.743023256,0,1,0,0,CZE KDU,0,0,0,0,5,0,3.047470234,1,5,1
CZE_2002,CZE,2002,US_DEU,E,2030017,14.27,15.5,6.918727915,0,1,0,0,CZE US_DEU,0,0,0,0,5,0,4.223174894,1,5,1
CZE_2006,CZE,2006,ODS,A,2030002,35.38,40.5,8.761105092,0,1,1,0,CZE ODS,0,0,1,0,5,0,5.857791675,0,5,0
CZE_2006,CZE,2006,CSSD,B,2030001,32.32,37,2.903313417,1,0,0,1,CZE CSSD,0,0,0,0,5,1,0,0,5,0
CZE_2006,CZE,2006,KSCM,C,2030004,12.81,13,1.044228695,0,0,0,0,CZE KSCM,0,0,0,0,5,0,1.859084722,0,5,0
CZE_2006,CZE,2006,KDU,D,2030003,7.23,6.5,6.099382369,1,0,0,0,CZE KDU,0,0,0,0,5,0,3.196068953,0,5,0
CZE_2006,CZE,2006,Green,E,2030005,6.29,3,6.188362328,0,0,0,0,CZE Green,0,0,0,0,5,0,3.285048911,0,5,0
CZE_2010,CZE,2010,CSSD,A,2030001,22.08,28,2.665289256,1,0,0,0,CZE CSSD,0,0,1,0,7,0,4.021101276,0,5,0
CZE_2010,CZE,2010,ODS,B,2030002,20.22,26.5,8.264619019,1,1,1,1,CZE ODS,0,0,0,0,7,0,1.578228487,0,5,0
CZE_2010,CZE,2010,TOP,C,2030010,16.7,20.5,7.893995098,0,1,0,0,CZE TOP,0,0,0,0,7,0,1.207604565,0,5,0
CZE_2010,CZE,2010,KSCM,D,2030004,11.27,13,1.209535021,0,0,0,0,CZE KSCM,0,0,0,0,7,0,5.476855512,0,5,0
CZE_2010,CZE,2010,VV,E,2030014,10.88,12,6.686390533,0,1,0,0,CZE VV,0,0,0,0,7,1,0,0,5,0
CZE_2010,CZE,2010,KDU,F,2030003,4.39,0,5.355878635,0,0,0,0,CZE KDU,0,0,0,0,7,0,1.330511898,0,5,0
CZE_2010,CZE,2010,Green,H,2030005,2.44,0,5.633247089,0,0,0,0,CZE Green,0,0,0,0,7,0,1.053143443,0,5,0
CZE_2013,CZE,2013,CSSD,A,2030001,20.46,25,2.447317388,0,1,1,0,CZE CSSD,0,0,1,0,7,0,3.299943957,0,5,0
CZE_2013,CZE,2013,ANO,B,2030006,18.66,23.5,6.029325513,0,1,0,0,CZE ANO,0,0,0,0,7,0,0.282064167,0,5,0
CZE_2013,CZE,2013,KSCM,C,2030004,14.91,16.5,1.138780804,0,0,0,0,CZE KSCM,0,0,0,0,7,0,4.608480542,0,5,0
CZE_2013,CZE,2013,TOP09,D,2030010,12,13,8.149440421,0,0,0,0,CZE TOP09,0,0,0,0,7,0,2.402179075,0,5,0
CZE_2013,CZE,2013,ODS,E,2030002,7.73,8,8.429407938,0,0,0,0,CZE ODS,0,0,0,0,7,0,2.682146592,0,5,0
CZE_2013,CZE,2013,Usvit,F,2030013,6.89,7,5.747261346,0,0,0,0,CZE Usvit,0,0,0,0,7,1,0,0,5,0
CZE_2013,CZE,2013,KDU,G,2030003,6.78,7,4.841677943,1,1,0,0,CZE KDU,0,0,0,0,7,0,0.905583403,0,5,0
DEU_1998,DEU,1998,SPD,A,2760004,43.9,44.5,3.36080786,0,1,1,0,DEU SPD,0,0,1,0,6,1,0,0,7,0
DEU_1998,DEU,1998,CDU,B,2760002,32.2,29.5,5.709906951,1,0,0,1,DEU CDU,0,0,0,0,6,0,2.349099091,0,7,0
DEU_1998,DEU,1998,CSU,C,2760003,7.3,7,6.301738643,1,0,0,0,DEU CSU,0,0,0,0,6,0,2.940930782,0,7,0
DEU_1998,DEU,1998,Green,D,2760005,4.9,7,2.911199095,0,1,0,0,DEU Green,0,0,0,0,6,0,0.449608765,0,7,0
DEU_1998,DEU,1998,FDP,E,2760006,4.9,6.4,4.957919345,1,0,0,0,DEU FDP,0,0,0,0,6,0,1.597111485,0,7,0
DEU_1998,DEU,1998,PDS,F,2760007,5.1,5.4,2.072685974,0,0,0,0,DEU PDS,0,0,0,0,6,0,1.288121886,0,7,0
DEU_2002a,DEU,2002,SPD,A,2760004,38.5,41.63,3.345809172,1,1,1,1,DEU SPD,0,0,1,0,8,1,0,0,7,0
DEU_2002a,DEU,2002,CDU,B,2760002,29.5,31.51,6.083200848,0,0,0,0,DEU CDU,0,0,0,0,8,0,2.737391676,0,7,0
DEU_2002a,DEU,2002,CSU,C,2760003,9,9.62,6.591466667,0,0,0,0,DEU CSU,0,0,0,0,8,0,3.245657494,0,7,0
DEU_2002a,DEU,2002,Green,D,2760005,8.6,9.12,3.011247991,1,1,0,0,DEU Green,0,0,0,0,8,0,0.334561181,0,7,0
DEU_2002a,DEU,2002,FDP,E,2760006,7.4,7.79,4.900763359,0,0,0,0,DEU FDP,0,0,0,0,8,0,1.554954186,0,7,0
DEU_2002a,DEU,2002,LP,F,2760007,4,0.33,1.926630435,0,0,0,0,DEU LP,0,0,0,0,8,0,1.419178738,0,7,0
DEU_2002a,DEU,2002,Rep,G,2760008,0.6,0,7.970798898,0,0,0,0,DEU Rep,0,0,0,0,8,0,4.624989726,0,7,0
DEU_2002a,DEU,2002,SP,H,2760024,0.8,0,7.392181589,0,0,0,0,DEU SP,0,0,0,0,8,0,4.046372417,0,7,0
DEU_2002b,DEU,2002,SPD,A,2760004,38.5,41.63,3.23145072,1,1,1,1,DEU SPD,0,0,1,0,8,1,0,0,7,0
DEU_2002b,DEU,2002,CDU,B,2760002,29.5,31.51,6.738547486,0,0,0,0,DEU CDU,0,0,0,0,8,0,3.507096766,0,7,0
DEU_2002b,DEU,2002,CSU,C,2760003,9,9.62,7.543113102,0,0,0,0,DEU CSU,0,0,0,0,8,0,4.311662382,0,7,0
DEU_2002b,DEU,2002,Green,D,2760005,8.6,9.12,2.609728507,1,1,0,0,DEU Green,0,0,0,0,8,0,0.621722213,0,7,0
DEU_2002b,DEU,2002,FDP,E,2760006,7.4,7.79,5.533947066,0,0,0,0,DEU FDP,0,0,0,0,8,0,2.302496346,0,7,0
DEU_2002b,DEU,2002,LP,F,2760007,4,0.33,1.670200236,0,0,0,0,DEU LP,0,0,0,0,8,0,1.561250484,0,7,0
DEU_2002b,DEU,2002,Rep,G,2760008,NA,NA,NA,NA,NA,0,0,DEU Rep,NA,0,NA,0,8,NA,NA,0,7,1
DEU_2002b,DEU,2002,SP,H,2760024,NA,NA,NA,NA,NA,0,0,DEU SP,NA,0,NA,0,8,NA,NA,0,7,1
DEU_2005,DEU,2005,SPD,A,2760004,34.2,36.2,3.597623967,1,1,0,1,DEU SPD,0,0,1,0,7,1,0,0,7,0
DEU_2005,DEU,2005,CDU,B,2760002,27.8,29.3,6.075647668,0,1,1,0,DEU CDU,0,0,0,0,7,0,2.478023701,0,7,0
DEU_2005,DEU,2005,FDP,C,2760006,9.8,9.9,5.233385662,0,0,0,0,DEU FDP,0,0,0,0,7,0,1.635761695,0,7,0
DEU_2005,DEU,2005,LP,D,2760007,8.7,8.8,1.231088083,0,0,0,0,DEU LP,0,0,0,0,7,0,2.366535884,0,7,0
DEU_2005,DEU,2005,Green,E,2760005,8.1,8.3,3.34358707,1,0,0,0,DEU Green,0,0,0,0,7,0,0.254036897,0,7,0
DEU_2005,DEU,2005,CSU,F,2760003,7.4,7.5,6.537142857,0,1,0,0,DEU CSU,0,0,0,0,7,0,2.93951889,0,7,0
DEU_2005,DEU,2005,NPD,G,2760009,1.6,0,7.836188437,0,0,0,0,DEU NPD,0,0,0,0,7,0,4.23856447,0,7,0
DEU_2009,DEU,2009,CDU,A,2760002,27.27,31.19,6.425785482,1,1,1,1,DEU CDU,0,0,1,0,6,0,0.613524946,0,7,0
DEU_2009,DEU,2009,SPD,B,2760004,23.03,23.47,3.658730159,1,0,0,0,DEU SPD,0,0,0,0,6,0,2.153530378,0,7,0
DEU_2009,DEU,2009,FDP,C,2760006,14.56,14.95,5.812260536,0,1,0,0,DEU FDP,0,0,0,0,6,1,0,0,7,0
DEU_2009,DEU,2009,LP,D,2760007,11.89,12.22,1.121635611,0,0,0,0,DEU LP,0,0,0,0,6,0,4.690624926,0,7,0
DEU_2009,DEU,2009,Green,E,2760005,10.71,10.93,3.279674797,0,0,0,0,DEU Green,0,0,0,0,6,0,2.53258574,0,7,0
DEU_2009,DEU,2009,CSU,F,2760003,6.53,7.23,6.95621237,1,1,0,0,DEU CSU,0,0,0,0,6,0,1.143951834,0,7,0
DEU_2013,DEU,2013,CDU,A,2760002,34.13,40.41,6.139797739,1,1,1,1,DEU CDU,0,0,1,0,8,0,2.426605749,0,7,0
DEU_2013,DEU,2013,SPD,B,2760004,25.73,30.59,3.713191991,0,1,0,0,DEU SPD,0,0,0,0,8,1,0,0,7,0
DEU_2013,DEU,2013,LP,C,2760007,8.59,10.14,1.226816302,0,0,0,0,DEU LP,0,0,0,0,8,0,2.486375688,0,7,0
DEU_2013,DEU,2013,Green,D,2760005,8.45,9.98,3.404747413,0,0,0,0,DEU Green,0,0,0,0,8,0,0.308444577,0,7,0
DEU_2013,DEU,2013,CSU,E,2760003,7.42,8.87,6.872672673,1,1,0,0,DEU CSU,0,0,0,0,8,0,3.159480682,0,7,0
DEU_2013,DEU,2013,FDP,F,2760006,4.76,0,5.896810507,1,0,0,0,DEU FDP,0,0,0,0,8,0,2.183618516,0,7,0
DEU_2013,DEU,2013,AFD,G,2760010,4.7,0,6.050141911,0,0,0,0,DEU AFD,0,0,0,0,8,0,2.33694992,0,7,0
DEU_2013,DEU,2013,Pirates,H,2760014,2.19,0,3.588686481,0,0,0,0,DEU Pirates,0,0,0,0,8,0,0.124505509,0,7,0
DEU_2017,DEU,2017,CDU,A,276001,26.76,28.21,5.175159236,1,1,1,1,DEU CDU,0,0,1,0,7,0,0.155454802,0,7,0
DEU_2017,DEU,2017,SPD,B,276002,20.51,21.58,3.441971383,1,1,0,0,DEU SPD,0,0,0,0,7,0,1.57773305,0,7,0
DEU_2017,DEU,2017,AFD,C,276003,12.64,13.26,8.937666489,0,0,0,0,DEU AFD,0,0,0,0,7,0,3.917962056,0,7,0
DEU_2017,DEU,2017,FDP,D,276004,10.75,11.28,5.019704433,0,0,0,0,DEU FDP,0,0,0,0,7,1,0,0,7,0
DEU_2017,DEU,2017,LP,E,276005,9.24,9.73,1.065469905,0,0,0,0,DEU LP,0,0,0,0,7,0,3.954234529,0,7,0
DEU_2017,DEU,2017,Green,F,276006,8.94,9.45,3.155088853,0,0,0,0,DEU Green,0,0,0,0,7,0,1.864615581,0,7,0
DEU_2017,DEU,2017,CSU,G,276007,6.17,6.49,6.167561762,1,1,0,0,DEU CSU,0,0,0,0,7,0,1.147857328,0,7,0
DNK_1998,DNK,1998,S,A,2080001,35.9,35.1,4.351688312,1,1,1,1,DNK S,0,0,1,0,6,0.333333333,1.352996672,0,3,0
DNK_1998,DNK,1998,V,B,2080002,24,23.4,7.548454688,0,0,0,0,DNK V,0,0,0,0,6,0,1.843769704,0,3,0
DNK_1998,DNK,1998,KF,C,2080007,8.9,8.9,7.226886291,0,0,0,0,DNK KF,0,0,0,0,6,0.333333333,1.522201307,0,3,0
DNK_1998,DNK,1998,SF,D,2080004,7.6,7.2,2.518676628,0,0,0,0,DNK SF,0,0,0,0,6,0,3.186008357,0,3,0
DNK_1998,DNK,1998,DF,E,2080010,7.4,7.2,8.640956002,0,0,0,0,DNK DF,0,0,0,0,6,0,2.936271018,0,3,0
DNK_1998,DNK,1998,Centre,F,2080011,4.3,4.4,5.535480349,0,0,0,0,DNK Centre,0,0,0,0,6,0.333333333,0.169204635,0,3,0
DNK_2001,DNK,2001,V,A,2080002,31.2,32,7.323958333,0,1,1,0,DNK V,0,0,1,0,8,0,0.345201031,0,3,0
DNK_2001,DNK,2001,S,B,2080001,29.1,29.71,4.378645833,1,0,0,1,DNK S,0,0,0,0,8,0,2.600111469,0,3,0
DNK_2001,DNK,2001,DF,C,2080010,12,12.57,8.125799574,0,0,0,0,DNK DF,0,0,0,0,8,0,1.147042271,0,3,0
DNK_2001,DNK,2001,KF,D,2080007,9.1,9.14,6.978757302,0,1,0,0,DNK KF,0,0,0,0,8,1,0,0,3,0
DNK_2001,DNK,2001,SF,E,2080004,6.4,6.86,2.777956989,0,0,0,0,DNK SF,0,0,0,0,8,0,4.200800313,0,3,0
DNK_2001,DNK,2001,RV,F,2080006,5.2,5.14,4.611725664,1,0,0,0,DNK RV,0,0,0,0,8,0,2.367031638,0,3,0
DNK_2001,DNK,2001,RG,G,2080005,2.4,2.29,1.472222222,0,0,0,0,DNK RG,0,0,0,0,8,0,5.50653508,0,3,0
DNK_2001,DNK,2001,KD,H,2080008,2.3,2.29,5.48199446,0,0,0,0,DNK KD,0,0,0,0,8,0,1.496762842,0,3,0
DNK_2007,DNK,2007,V,A,2080002,26.3,26.3,7.428350116,1,1,1,1,DNK V,0,0,1,0,9,0,0.006758312,0,3,0
DNK_2007,DNK,2007,S,B,2080001,25.5,25.7,4.373831776,0,0,0,0,DNK S,0,0,0,0,9,0,3.047760029,0,3,0
DNK_2007,DNK,2007,DF,C,2080010,13.9,14.3,7.998417722,0,0,0,0,DNK DF,0,0,0,0,9,0,0.576825917,0,3,0
DNK_2007,DNK,2007,SF,D,2080004,13,13.1,2.970007893,0,0,0,0,DNK SF,0,0,0,0,9,0,4.451583912,0,3,0
DNK_2007,DNK,2007,KF,E,2080007,10.4,10.3,7.421591805,1,1,0,0,DNK KF,0,0,0,0,9,1,0,0,3,0
DNK_2007,DNK,2007,RV,F,2080006,5.1,5.1,4.622792937,0,0,0,0,DNK RV,0,0,0,0,9,0,2.798798867,0,3,0
DNK_2007,DNK,2007,Y,G,2080009,2.8,2.9,5.711150132,0,0,0,0,DNK Y,0,0,0,0,9,0,1.710441673,0,3,0
DNK_2007,DNK,2007,RG,H,2080005,2.2,2.3,1.398687449,0,0,0,0,DNK RG,0,0,0,0,9,0,6.022904356,0,3,0
DNK_2007,DNK,2007,KD,I,2080008,0.87,0,4.901794145,0,0,0,0,DNK KD,0,0,0,0,9,0,2.519797659,0,3,0
ESP_1996,ESP,1996,PP,A,7240002,38.7,44.5,7.835443038,0,1,1,0,ESP PP,0,0,1,0,5,0,2.220849579,0,4,0
ESP_1996,ESP,1996,PSOE,B,7240001,37.6,40.2,4.017415215,1,0,0,1,ESP PSOE,0,0,0,0,5,0,1.597178244,0,4,0
ESP_1996,ESP,1996,IU,C,7240004,10.5,6,2.279520295,0,0,0,0,ESP IU,0,0,0,0,5,0,3.335073164,0,4,0
ESP_1996,ESP,1996,CiU,D,7240003,4.6,4.5,5.762607626,0,0,0,0,ESP CiU,0,0,0,0,5,0.5,0.148014167,0,4,0
ESP_1996,ESP,1996,PNV,E,7240005,1.2,1.4,5.466579292,0,0,0,0,ESP PNV,0,0,0,0,5,0.5,0.148014167,0,4,0
ESP_2000,ESP,2000,PP,A,7240002,45.2,52.2,7.110507246,1,1,1,1,ESP PP,1,0,1,1,5,1,0,0,4,0
ESP_2000,ESP,2000,PSOE,B,7240001,34.7,35.4,3.702205882,0,0,0,0,ESP PSOE,0,0,0,1,5,0,3.408301364,0,4,0
ESP_2000,ESP,2000,IU,C,7240004,5.5,2.2,2.246948357,0,0,0,0,ESP IU,0,0,0,1,5,0,4.86355889,0,4,0
ESP_2000,ESP,2000,CiU,D,7240003,4.2,4.2,5.900653595,0,0,0,0,ESP CiU,0,0,0,1,5,0,1.209853652,0,4,0
ESP_2000,ESP,2000,PNV,E,7240005,1.5,2,5.539143279,0,0,0,0,ESP PNV,0,0,0,1,5,0,1.571363967,0,4,0
ESP_2004,ESP,2004,PSOE,A,7240001,42.59,46.86,3.296099291,0,1,1,0,ESP PSOE,0,0,1,0,4,0.5,0.659080154,0,4,0
ESP_2004,ESP,2004,PP,B,7240002,37.71,42.29,7.820194863,1,0,0,1,ESP PP,0,0,0,0,4,0,3.865015418,0,4,0
ESP_2004,ESP,2004,IU,C,7240004,4.96,1.43,1.862410072,0,0,0,0,ESP IU,0,0,0,0,4,0,2.092769372,0,4,0
ESP_2004,ESP,2004,CiU,D,7240003,3.23,2.86,4.614259598,0,0,0,0,ESP CiU,0,0,0,0,4,0.5,0.659080154,0,4,0
ESP_2008,ESP,2008,PSOE,A,7240001,44.36,48.29,3.07952468,1,1,1,1,ESP PSOE,0,0,1,0,9,0.333333333,0.691500643,0,4,0
ESP_2008,ESP,2008,PP,B,7240002,40.39,44,7.738292011,0,0,0,0,ESP PP,0,0,0,0,9,0,3.967266688,0,4,0
ESP_2008,ESP,2008,CiU,C,7240003,3.06,2.86,5.408134642,0,0,0,0,ESP CiU,0,0,0,0,9,0,1.637109319,0,4,0
ESP_2008,ESP,2008,PNV,D,7240005,1.2,1.71,4.77147016,0,0,0,0,ESP PNV,0,0,0,0,9,0.333333333,1.000444837,0,4,0
ESP_2008,ESP,2008,ERC,E,7240009,1.17,0.86,1.990410959,0,0,0,0,ESP ERC,0,0,0,0,9,0,1.780614364,0,4,0
ESP_2008,ESP,2008,IU,F,7240004,3.81,0.57,1.610074627,0,0,0,0,ESP IU,0,0,0,0,9,0,2.160950696,0,4,0
ESP_2008,ESP,2008,BNG,G,7240008,NA,NA,3.462081129,0,0,0,0,ESP BNG,NA,0,NA,0,9,0.333333333,0.308944194,0,4,1
ESP_2008,ESP,2008,CC_PNC,H,7240014,NA,NA,5.036121673,0,0,0,0,ESP CC_PNC,NA,0,NA,0,9,0,1.26509635,0,4,1
ESP_2008,ESP,2008,UPyD,I,7240012,1.2,0.29,4.894117647,0,0,0,0,ESP UPyD,0,0,0,0,9,0,1.123092324,0,4,0
EST_2011,EST,2011,Reform,A,2330001,28.6,32.7,7.723566879,1,1,1,1,EST Reform,0,0,1,0,6,0,0.73414889,0,1,0
EST_2011,EST,2011,Centre,B,2330002,23.3,25.7,3.218508997,0,0,0,0,EST Centre,0,0,0,0,6,0,3.770908992,0,1,0
EST_2011,EST,2011,Isamaa,C,2330004,20.5,22.7,6.989417989,1,1,0,0,EST Isamaa,0,0,0,0,6,1,0,0,1,0
EST_2011,EST,2011,SDE,D,2330003,17.1,18.8,4.687830688,0,0,0,0,EST SDE,0,0,0,0,6,0,2.301587302,0,1,0
EST_2011,EST,2011,EKRE,E,2330016,2.1,0,4.11038961,0,0,0,0,EST EKRE,0,0,0,0,6,0,2.879028379,0,1,0
EST_2011,EST,2011,Green,F,2330005,3.8,0,4.92172524,0,0,0,0,EST Green,0,0,0,0,6,0,2.06769275,0,1,0
FIN_2003,FIN,2003,KESK,A,2460001,24.7,27.5,6.19116321,0,1,1,0,FIN KESK,0,0,1,0,7,0,0.088208015,0,4,0
FIN_2003,FIN,2003,SDP,B,2460002,24.5,26.5,4.725791855,1,1,0,1,FIN SDP,0,0,0,0,7,0,1.37716334,0,4,0
FIN_2003,FIN,2003,KOK,C,2460003,18.6,20,7.464711274,1,0,0,0,FIN KOK,0,0,0,0,7,0,1.361756079,0,4,0
FIN_2003,FIN,2003,Vas,D,2460006,9.9,9.5,2.34057971,1,0,0,0,FIN Vas,0,0,0,0,7,0,3.762375485,0,4,0
FIN_2003,FIN,2003,Green,E,2460005,8,7,4.744120414,0,0,0,0,FIN Green,0,0,0,0,7,0,1.358834782,0,4,0
FIN_2003,FIN,2003,KD,F,2460007,5.3,3.5,5.845136922,0,0,0,0,FIN KD,0,0,0,0,7,0,0.257818274,0,4,0
FIN_2003,FIN,2003,RKP,G,2460008,4.6,4,6.102955195,1,1,0,0,FIN RKP,0,0,0,0,7,1,0,0,4,0
FIN_2007,FIN,2007,KESK,A,2460001,23.11,25.5,6.566176471,1,1,1,1,FIN KESK,0,0,1,0,8,1,0,0,4,0
FIN_2007,FIN,2007,KOK,B,2460003,22.26,25,7.981069959,0,1,0,0,FIN KOK,0,0,0,0,8,0,1.414893488,0,4,0
FIN_2007,FIN,2007,SDP,C,2460002,21.44,22.5,4.155555556,1,0,0,0,FIN SDP,0,0,0,0,8,0,2.410620915,0,4,0
FIN_2007,FIN,2007,Vas,D,2460006,8.82,8.5,1.868032787,0,0,0,0,FIN Vas,0,0,0,0,8,0,4.698143684,0,4,0
FIN_2007,FIN,2007,Green,E,2460005,8.46,7.5,4.773600668,0,1,0,0,FIN Green,0,0,0,0,8,0,1.792575802,0,4,0
FIN_2007,FIN,2007,RKP,F,2460008,4.86,3.5,6.639078498,1,1,0,0,FIN RKP,0,0,0,0,8,0,0.072902028,0,4,0
